fac_cd,fac_nm,ctp_cd,ctp_nm,sig_cd,sig_nm,emd_cd,emd_nm,all_addr_nm,lat,lon
SH00009296,가곡고등학교,5100000000,강원특별자치도,5123000000,삼척시,5123035023,가곡면,강원특별자치도 삼척시 가곡면 오저리 88,37.1459108,129.2051845
SH00004100,건국고등학교,2600000000,부산광역시,2638000000,사하구,2638010300,하단동,부산광역시 사하구 하단동 산 41,35.1095270015,128.969616042
SH00006665,건국대학교사범대학부속고등학교,1100000000,서울특별시,1121500000,광진구,1121510700,화양동,서울특별시 광진구 화양동 5-28,37.5391833068,127.0747098662
SH00004187,건양대학교병설건양고등학교,4400000000,충청남도,4423000000,논산시,4423039028,양촌면,충청남도 논산시 양촌면 남산리 564,36.1413336,127.2346143
SH00006563,검단고등학교,2800000000,인천광역시,2826000000,서구,2826011300,마전동,인천광역시 서구 마전동 249-16,37.6035119,126.6650099
SH00001890,경구고등학교,4700000000,경상북도,4719000000,구미시,4719010400,봉곡동,경상북도 구미시 봉곡동 279,36.1482441337,128.307874169
SH00002535,경기게임마이스터고등학교,4100000000,경기도,4117300000,안양시 동안구,4117310100,비산동,경기도 안양시 동안구 비산동 1101,37.397668382994,126.947553687808
SH00000433,경기경영고등학교,4100000000,경기도,4119400000,부천시 소사구,4119410200,심곡본동,경기도 부천시 심곡본동 768-9,37.4748913447366,126.772646474884
SH00010478,경기고등학교,1100000000,서울특별시,1168000000,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 74-4,37.5161265,127.05525
SH00001499,경기과학고등학교,4100000000,경기도,4111100000,수원시 장안구,4111113500,송죽동,경기도 수원시 장안구 송죽동 68-23,37.3091461,127.0062228
SH00009580,경기관광고등학교,4100000000,경기도,4167000000,여주시,4167035037,대신면,경기도 여주시 대신면 율촌리 282-1,37.375399,127.5894903
SH00007555,경기국제통상고등학교,4100000000,경기도,4119200000,부천시 원미구,4119210800,중동,경기도 부천시 중동 1171-1,37.5004456,126.7613335
SH00003183,경기기계공업고등학교,1100000000,서울특별시,1135000000,노원구,1135010400,하계동,서울특별시 노원구 하계동 78-1,37.6344163,127.0742785
SH00000401,경기대명고등학교,4100000000,경기도,4111300000,수원시 권선구,4111314100,당수동,경기도 수원시 권선구 당수동 122,37.2957968,126.9401894
OR00000053,경기도공업계고등학교공동실습소,4100000000,경기도,4150000000,이천시,4150010700,안흥동,경기도 이천시 안흥동 140,37.2794046379858,127.459307667473
OR00000054,경기도농업계고등학교공동실습소,4100000000,경기도,4167000000,여주시,4167034523,세종대왕면,경기도 여주시 능서면 왕대리 973-1,37.2960242987642,127.621195654867
SH00001547,경기모바일과학고등학교,4100000000,경기도,4127100000,안산시 상록구,4127111000,팔곡일동,경기도 안산시 상록구 팔곡일동 253,37.3059871,126.8982469
SH00005492,경기물류고등학교,4100000000,경기도,4122000000,평택시,4122025321,안중읍,경기도 평택시 안중읍 안중리 293-46,36.9867776,126.9297531
SH00002480,경기북과학고등학교,4100000000,경기도,4115000000,의정부시,4115011100,녹양동,경기도 의정부시 녹양동 305,37.7585484,127.0195647
SH00007255,경기상업고등학교,1100000000,서울특별시,1111000000,종로구,1111010100,청운동,서울특별시 종로구 청운동 89-3,37.5892588925,126.9700589043
SH00000384,경기세무고등학교,4100000000,경기도,4148000000,파주시,4148037035,적성면,경기도 파주시 적성면 마지리 156-1,37.9540198,126.9140483
SH00002463,경기스마트고등학교,4100000000,경기도,4139000000,시흥시,4139013200,정왕동,경기도 시흥시 정왕동 1522,37.3432172578667,126.752050748218
SH00001817,경기여자고등학교,1100000000,서울특별시,1168000000,강남구,1168010300,개포동,서울특별시 강남구 개포동 152,37.486824,127.0660933
SH00006653,경기여자상업고등학교,1100000000,서울특별시,1114000000,중구,1114017300,만리동1가,서울특별시 중구 중림동 324-14,37.5570331,126.9668351
SH00000355,경기영상과학고등학교,4100000000,경기도,4128700000,고양시 일산서구,4128710200,주엽동,경기도 고양시 일산서구 주엽동 95,37.6656821,126.7620059
SH00004172,경기예술고등학교,4100000000,경기도,4119200000,부천시 원미구,4119210800,중동,경기도 부천시 중동 1031,37.5058162,126.761409
SH00006236,경기외국어고등학교,4100000000,경기도,4143000000,의왕시,4143010100,고천동,경기도 의왕시 고천동 438-1,37.3477176,126.9597171
SH00006566,경기자동차과학고등학교,4100000000,경기도,4139000000,시흥시,4139013400,무지내동,경기도 시흥시 무지내동 341-2,37.4142224,126.8393164
SH00006996,경기창조고등학교,4100000000,경기도,4155000000,안성시,4155025029,공도읍,경기도 안성시 공도읍 만정리 789,37.0019669,127.1720565
SH00009241,경기체육고등학교,4100000000,경기도,4111100000,수원시 장안구,4111113300,천천동,경기도 수원시 장안구 천천동 30-1,37.3040812,126.9776796
SH00005480,경기폴리텍고등학교,4100000000,경기도,4141000000,군포시,4141010400,산본동,경기도 군포시 산본동 1146-14,37.3600172165524,126.923906305292
SH00001420,경기항공고등학교,4100000000,경기도,4121000000,광명시,4121010100,광명동,경기도 광명시 광명동 42-122,37.4734532372915,126.857426729785
SH00009016,경남간호고등학교,4800000000,경상남도,4886000000,산청군,4886039024,생비량면,경상남도 산청군 생비량면 가계리 526-1,35.3585247,128.08396
SH00006584,경남고등학교,2600000000,부산광역시,2614000000,서구,2614010300,동대신동3가,부산광역시 서구 동대신동1가 28-3,35.1201995318,129.020041183
SH00201170,경남고성음악고등학교,4800000000,경상남도,4882000000,고성군,4882032021,하일면,경상남도 고성군 하일면 학림리 701-2,34.9440368239747,128.193201033231
SH00006847,경남공업고등학교,2600000000,부산광역시,2623000000,부산진구,2623010200,전포동,부산광역시 부산진구 전포동 696-1,35.1533485794,129.063639965
SH00005299,경남과학고등학교,4800000000,경상남도,4817000000,진주시,4817035027,진성면,경상남도 진주시 진성면 가진리 75-19,35.2013394,128.2247275
SH00003822,경남관광고등학교,4800000000,경상남도,4812100000,창원시 의창구,4812112700,봉곡동,경상남도 창원시 의창구 봉곡동 169,35.2485272,128.6752484
SH00006078,경남로봇고등학교,4800000000,경상남도,4873000000,함안군,4873034023,대산면,경상남도 함안군 대산면 평림리 955,35.3479560926,128.439222758
SH00006069,경남산업고등학교,4800000000,경상남도,4831000000,거제시,4831038024,하청면,경상남도 거제시 하청면 하청리 698-1,34.9536514537,128.652587964
SH00007203,경남여자고등학교,2600000000,부산광역시,2617000000,동구,2617010200,수정동,부산광역시 동구 수정동 558,35.1329232064,129.043949237
SH00004525,경남예술고등학교,4800000000,경상남도,4817000000,진주시,4817012300,장재동,경상남도 진주시 장재동 417-2,35.2159149,128.102385
SH00001863,경남외국어고등학교,4800000000,경상남도,4833000000,양산시,4833011200,어곡동,경상남도 양산시 어곡동 1427-1,35.3971236838,129.0134242
SH00006441,경남자동차고등학교,4800000000,경상남도,4817000000,진주시,4817012300,장재동,경상남도 진주시 장재동 590,35.2194944,128.1015008
SH00003839,경남자영고등학교,4800000000,경상남도,4824000000,사천시,4824031023,정동면,경상남도 사천시 정동면 화암리 746-1,35.0784415712,128.100412541
SH00077471,경남전자고등학교,4800000000,경상남도,4812500000,창원시 마산합포구,4812511900,상남동,경상남도 창원시 마산합포구 상남동 21-11,35.2135129713589,128.571639388419
SH00003829,경남정보고등학교,4800000000,경상남도,4817000000,진주시,4817013200,호탄동,경상남도 진주시 호탄동 884-2,35.1578878781,128.116815388
SH00005300,경남체육고등학교,4800000000,경상남도,4817000000,진주시,4817035027,진성면,경상남도 진주시 진성면 가진리 32,35.2036835,128.2216347
SH00002400,경남항공고등학교,4800000000,경상남도,4882000000,고성군,4882025027,고성읍,경상남도 고성군 고성읍 교사리 338-5,34.9785344649,128.307390208
SH00009781,경남해양과학고등학교,4800000000,경상남도,4884000000,남해군,4884033022,삼동면,경상남도 남해군 삼동면 지족리 192-1,34.8308881,128.004195
SH00007523,경덕여자고등학교,2700000000,대구광역시,2717000000,서구,2717010500,중리동,대구광역시 서구 중리동 100-1,35.8639244,128.5493317
SH00006680,경동고등학교,1100000000,서울특별시,1129000000,성북구,1129011300,삼선동3가,서울특별시 성북구 삼선동3가 43-1,37.586143,127.0149687
SH00007539,경명여자고등학교,2700000000,대구광역시,2723000000,북구,2723010200,칠성동2가,대구광역시 북구 칠성동2가 411,35.8803053,128.5988073
SH00008945,경문고등학교,1100000000,서울특별시,1159000000,동작구,1159010600,동작동,서울특별시 동작구 동작동,37.4925875768791,126.981608921875
SH00007037,경민IT고등학교,4100000000,경기도,4115000000,의정부시,4115011000,가능동,경기도 의정부시 가능동 562-6,37.7460838,127.0251133
SH00007369,경민고등학교,4100000000,경기도,4115000000,의정부시,4115011000,가능동,경기도 의정부시 가능동 562-6,37.7460838,127.0251133
SH00007038,경민비즈니스고등학교,4100000000,경기도,4115000000,의정부시,4115011000,가능동,경기도 의정부시 가능동 562-6,37.7460838,127.0251133
SH00004621,경복고등학교,1100000000,서울특별시,1111000000,종로구,1111010100,청운동,서울특별시 종로구 청운동 89-62,37.5867302,126.9717701
SH00005992,경복비즈니스고등학교,1100000000,서울특별시,1150000000,강서구,1150010200,등촌동,서울특별시 강서구 등촌동 131,37.5580254,126.8526702733
SH00000457,경복여자고등학교,1100000000,서울특별시,1150000000,강서구,1150010200,등촌동,서울특별시 강서구 등촌동 131,37.5578207513,126.8505974178
SH00009005,경북간호고등학교,4700000000,경상북도,4711300000,포항시 북구,4711335024,죽장면,경상북도 포항시 북구 죽장면 입암리 650-1,36.1639150865,129.093229668
SH00006188,경북고등학교,2700000000,대구광역시,2726000000,수성구,2726010700,황금동,대구광역시 수성구 황금동 9,35.8444835,128.6406387
SH00008975,가락고등학교,1100000000,서울특별시,1171000000,송파구,1171010400,송파동,서울특별시 송파구 송파동 172,37.5011923,127.1165911
SH00004536,가림고등학교,2800000000,인천광역시,2826000000,서구,2826011200,가좌동,인천광역시 서구 가좌동 30-92,37.4926201856,126.681200495
SH00000322,가야고등학교,2600000000,부산광역시,2623000000,부산진구,2623011000,가야동,부산광역시 부산진구 가야동 산 33-3,35.146303823,129.031087313
SH00000328,가온고등학교,4100000000,경기도,4155000000,안성시,4155013200,발화동,경기도 안성시 발화동 215-7,36.9883406,127.2759642
SH00000368,가운고등학교,4100000000,경기도,4136000000,남양주시,4136011200,다산동,경기도 남양주시 다산동 684,37.5994462148,127.160706
SH00006417,가은고등학교,4700000000,경상북도,4728000000,문경시,4728025321,가은읍,경상북도 문경시 가은읍 왕능리 218,36.6456965574,128.07152766
SH00001743,가재울고등학교,1100000000,서울특별시,1141000000,서대문구,1141011900,북가좌동,서울특별시 서대문구 북가좌동 476,37.5743151,126.9095302
SH00001584,가정고등학교,2800000000,인천광역시,2826000000,서구,2826010800,가정동,인천광역시 서구 가정동 430-41,37.5133419,126.6794764
SH00009586,가좌고등학교,4100000000,경기도,4128700000,고양시 일산서구,4128710600,가좌동,경기도 고양시 일산서구 가좌동 1097,37.6878399,126.7198455
SH00009236,가평고등학교,4100000000,경기도,4182000000,가평군,4182025022,가평읍,경기도 가평군 가평읍 대곡리 113,37.818631,127.5140428
SH00001405,간동고등학교,5100000000,강원특별자치도,5179000000,화천군,5179031021,간동면,강원특별자치도 화천군 간동면 유촌리 608-1,38.0562439117394,127.792459466841
SH00003781,간디고등학교,4800000000,경상남도,4886000000,산청군,4886038030,신안면,경상남도 산청군 신안면 외송리 122,35.3586671,127.9441077
SH00202112,갈매고등학교,4100000000,경기도,4131000000,구리시,4131010100,갈매동,경기도 구리시 갈매동 407-1,37.6269702505,127.117314523
SH00002466,갈산고등학교,4400000000,충청남도,4480000000,홍성군,4480038021,갈산면,충청남도 홍성군 갈산면 상촌리 227-1,36.6055017453,126.5485844887
SH00202275,감일고등학교,4100000000,경기도,4145000000,하남시,4145011500,감이동,경기 하남시 감이동 450,37.5095434868425,127.160169485737
SH00002464,갑천고등학교,5100000000,강원특별자치도,5173000000,횡성군,5173034026,갑천면,강원특별자치도 횡성군 갑천면 매일리 600,37.5604957124,128.1142441451
SH00009286,강경고등학교,4400000000,충청남도,4423000000,논산시,4423025021,강경읍,충청남도 논산시 강경읍 남교리 48,36.1591195,127.020207
SH00005457,강경상업고등학교,4400000000,충청남도,4423000000,논산시,4423025021,강경읍,충청남도 논산시 강경읍 남교리 1-12,36.1609319,127.0231775
SH00003812,강구정보고등학교,4700000000,경상북도,4777000000,영덕군,4777031033,강구면,경상북도 영덕군 강구면 삼사리 21,36.3533768865,129.379949199
SH00004678,강남영상미디어고등학교,2800000000,인천광역시,2871000000,강화군,2871033021,길상면,인천광역시 강화군 길상면 온수리 409-4,37.642542,126.4793274
SH00202053,강동고등학교,3100000000,울산광역시,3120000000,북구,3120011800,산하동,울산광역시 북구 산하동 산 61-11,35.6323716770437,129.435479713144
SH00007201,강동고등학교,1100000000,서울특별시,1174000000,강동구,1174010300,상일동,서울특별시 강동구 상일동 267,37.5499168307,127.16066708
SH00004129,강동고등학교,2700000000,대구광역시,2714000000,동구,2714012400,신서동,대구광역시 동구 신서동 560,35.8654134,128.7293549
SH00007556,강릉고등학교,5100000000,강원특별자치도,5115000000,강릉시,5115011200,초당동,강원특별자치도 강릉시 초당동 57-2,37.7888349,128.9167454
SH00006204,강릉명륜고등학교,5100000000,강원특별자치도,5115000000,강릉시,5115011000,교동,강원특별자치도 강릉시 교동 236,37.7630795,128.8945932
SH00002526,강릉문성고등학교,5100000000,강원특별자치도,5115000000,강릉시,5115013200,지변동,강원특별자치도 강릉시 지변동 산 73,37.7751686,128.870137
SH00009645,강릉여자고등학교,5100000000,강원특별자치도,5115000000,강릉시,5115010900,옥천동,강원특별자치도 강릉시 옥천동 237-1,37.7590852,128.9033417
SH00001526,강릉정보공업고등학교,5100000000,강원특별자치도,5115000000,강릉시,5115025022,주문진읍,강원특별자치도 강릉시 주문진읍 교항리 48-123,37.8798246,128.8310431
SH00009274,강릉제일고등학교,5100000000,강원특별자치도,5115000000,강릉시,5115011000,교동,강원특별자치도 강릉시 교동 886,37.7604352698834,128.889673826229
SH00009275,강릉중앙고등학교,5100000000,강원특별자치도,5115000000,강릉시,5115012500,입암동,강원특별자치도 강릉시 입암동 525,37.7579665,128.9109033
SH00007538,강북고등학교,2700000000,대구광역시,2723000000,북구,2723012600,태전동,대구광역시 북구 태전동 산 14-1,35.9298604,128.5409038
SH00007337,강서고등학교,1100000000,서울특별시,1147000000,양천구,1147010200,목동,서울특별시 양천구 목동 735,37.5364895,126.8663661
SH00001761,강서공업고등학교,1100000000,서울특별시,1150000000,강서구,1150010900,방화동,서울특별시 강서구 방화동 834,37.5754999,126.8160214
SH00000413,강원고등학교,5100000000,강원특별자치도,5111000000,춘천시,5111031023,동면,강원특별자치도 춘천시 동면 장학리 산 36,37.8963889,127.7569668
SH00000414,강원과학고등학교,5100000000,강원특별자치도,5113000000,원주시,5113011200,태장동,강원특별자치도 원주시 태장동 335-4,37.375427932,127.9731966029
SH00006242,강원생활과학고등학교,5100000000,강원특별자치도,5172000000,홍천군,5172036021,남면,강원특별자치도 홍천군 남면 양덕원리 66,37.6082907,127.7701147
SH00000411,강원애니고등학교,5100000000,강원특별자치도,5111000000,춘천시,5111035022,서면,강원특별자치도 춘천시 서면 금산리 584,37.9061644263,127.700439348
SH00006215,강원예술고등학교,5100000000,강원특별자치도,5115000000,강릉시,5115033027,구정면,강원특별자치도 강릉시 구정면 제비리 132-2,37.721856,128.8647783
SH00001414,강원외국어고등학교,5100000000,강원특별자치도,5180000000,양구군,5180025023,양구읍,강원특별자치도 양구군 양구읍 하리 500,38.1201666,127.9905545
SH00009248,강원체육고등학교,5100000000,강원특별자치도,5111000000,춘천시,5111012700,송암동,강원특별자치도 춘천시 송암동 129-1,37.8591223843,127.6948031232
SH00009331,강일고등학교,1100000000,서울특별시,1174000000,강동구,1174011000,강일동,서울특별시 강동구 강일동 685-1,37.5639542,127.1777631
SH00002527,강일여자고등학교,5100000000,강원특별자치도,5115000000,강릉시,5115011000,교동,강원특별자치도 강릉시 교동 1133-2,37.7644267,128.8863412
SH00006430,강진고등학교,4600000000,전라남도,4681000000,강진군,4681025023,강진읍,전라남도 강진군 강진읍 서성리 302-5,34.6384165,126.7592459
SH00009782,강호항공고등학교,5200000000,전북특별자치도,5279000000,고창군,5279025030,고창읍,전라북도 고창군 고창읍 덕산리 17,35.4254275,126.6996976
SH00005486,강화고등학교,2800000000,인천광역시,2871000000,강화군,2871025023,강화읍,인천광역시 강화군 강화읍 국화리 산 165,37.7486528,126.472667
SH00005487,강화여자고등학교,2800000000,인천광역시,2871000000,강화군,2871025022,강화읍,인천광역시 강화군 강화읍 관청리 794-1,37.7546683,126.4787301
SH00001427,개금고등학교,2600000000,부산광역시,2623000000,부산진구,2623011100,개금동,부산광역시 부산진구 개금동 578-7,35.1614034,129.0253177
SH00004080,개성고등학교,2600000000,부산광역시,2623000000,부산진구,2623010900,당감동,부산광역시 부산진구 당감동 642,35.167673276,129.029955019
SH00009733,개포고등학교,1100000000,서울특별시,1168000000,강남구,1168010300,개포동,서울특별시 강남구 개포동 173,37.4846776,127.0596014
SH00003761,거제고등학교,4800000000,경상남도,4831000000,거제시,4831010500,아주동,경상남도 거제시 아주동 295-4,34.8610892105,128.688426462
SH00009000,거제공업고등학교,4800000000,경상남도,4831000000,거제시,4831010900,고현동,경상남도 거제시 고현동 920-2,34.8821058168,128.614195468
SH00002391,거제상문고등학교,4800000000,경상남도,4831000000,거제시,4831011100,문동동,경상남도 거제시 문동동 438,34.8633917607,128.646716637
SH00002393,거제여자상업고등학교,4800000000,경상남도,4831000000,거제시,4831034029,거제면,경상남도 거제시 거제면 동상리 646,34.8520249117,128.595060569
SH00010520,거제옥포고등학교,4800000000,경상남도,4831000000,거제시,4831037030,연초면,경상남도 거제시 옥포동 1254-1,34.9054075054,128.6859882
SH00001861,거제제일고등학교,4800000000,경상남도,4831000000,거제시,4831034026,거제면,경상남도 거제시 거제면 서정리 540,34.8519707826,128.586798405
SH00002392,거제중앙고등학교,4800000000,경상남도,4831000000,거제시,4831010900,고현동,경상남도 거제시 고현동 107-1,34.8928544367,128.63723667
SH00001415,거진정보공업고등학교,5100000000,강원특별자치도,5182000000,고성군,5182025321,거진읍,강원특별자치도 고성군 거진읍 거진리 437-1,38.4408559,128.450281
SH00009787,거창고등학교,4800000000,경상남도,4888000000,거창군,4888025022,거창읍,경상남도 거창군 거창읍 중앙리 411,35.6928364,127.9114207
SH00009019,거창공업고등학교,4800000000,경상남도,4888000000,거창군,4888040028,가조면,경상남도 거창군 가조면 마상리 492-14,35.7139202809867,128.015232142826
SH00006098,거창대성고등학교,4800000000,경상남도,4888000000,거창군,4888025021,거창읍,경상남도 거창군 거창읍 상림리 362,35.6900275,127.9029272
SH00005293,거창여자고등학교,4800000000,경상남도,4888000000,거창군,4888025022,거창읍,경상남도 거창군 거창읍 중앙리 445-1,35.6929355,127.9090063
SH00204825,거창연극고등학교,4800000000,경상남도,4888000000,거창군,4888035021,위천면,경상남도 거창군 위천면 장기리 381,35.7558571920434,127.834343649565
SH00009017,거창중앙고등학교,4800000000,경상남도,4888000000,거창군,4888025031,거창읍,경상남도 거창군 거창읍 가지리 383,35.6933552,127.9028171
SH00006585,경성전자고등학교,2600000000,부산광역시,2614000000,서구,2614010600,서대신동3가,부산광역시 서구 서대신동3가 184-4,35.1165842418,129.01244569
SH00004754,경신고등학교,1100000000,서울특별시,1111000000,종로구,1111016900,혜화동,서울특별시 종로구 혜화동 5-119,37.5914502,127.0006702
SH00009624,경신고등학교,2700000000,대구광역시,2726000000,수성구,2726010100,범어동,대구광역시 수성구 범어동 100-5,35.8554457,128.6376293
SH00005468,경안고등학교,4100000000,경기도,4127300000,안산시 단원구,4127310100,고잔동,경기도 안산시 단원구 고잔동 677,37.3257508,126.833832
SH00003786,경안고등학교,4700000000,경상북도,4717000000,안동시,4717012600,금곡동,경상북도 안동시 금곡동 127-8,36.5685045,128.7204749
SH00005765,경안여자고등학교,4700000000,경상북도,4717000000,안동시,4717013600,송현동,경상북도 안동시 송현동 599-1,36.5765071122,128.683387792
SH00006989,경원고등학교,2600000000,부산광역시,2623000000,부산진구,2623010900,당감동,부산광역시 부산진구 당감동 61-1,35.1637117556,129.031888904
SH00009639,경원고등학교,2700000000,대구광역시,2729000000,달서구,2729011100,용산동,대구광역시 달서구 용산동 6,35.8660906,128.5250714
SH00009698,경인고등학교,1100000000,서울특별시,1153000000,구로구,1153010600,고척동,서울특별시 구로구 고척동 66-28,37.4964171,126.8657015
SH00006147,경일고등학교,2600000000,부산광역시,2644000000,강서구,2644010400,명지동,부산광역시 강서구 명지동 299,35.1123339097,128.921871106
SH00003148,경일고등학교,1100000000,서울특별시,1120000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가 22-27,37.5435875,127.0480483
SH00005766,경일고등학교,4700000000,경상북도,4717000000,안동시,4717010500,신안동,경상북도 안동시 신안동 51,36.5756984,128.737831798
SH00000448,경일관광경영고등학교,4100000000,경기도,4127300000,안산시 단원구,4127310900,선부동,경기도 안산시 단원구 선부동 1053,37.3475629,126.8052791
SH00009254,경일여자고등학교,2700000000,대구광역시,2720000000,남구,2720010200,봉덕동,대구광역시 남구 봉덕동 1322-1,35.8371181,128.5974632
SH00002405,경주고등학교,4700000000,경상북도,4713000000,경주시,4713010500,황오동,경상북도 경주시 황오동 1-3,35.8431578554,129.2266104
SH00010527,경주공업고등학교,4700000000,경상북도,4713000000,경주시,4713010900,사정동,경상북도 경주시 사정동 70,35.836559945,129.206293032
SH00003773,경주디자인고등학교,4700000000,경상북도,4713000000,경주시,4713036029,현곡면,경상북도 경주시 현곡면 가정리 728-2,35.9000169,129.163340571
SH00006075,경주여자고등학교,4700000000,경상북도,4713000000,경주시,4713010800,성건동,경상북도 경주시 성건동 620-118,35.8577306194,129.205719804
SH00002406,경주여자정보고등학교,4700000000,경상북도,4713000000,경주시,4713013000,시래동,경상북도 경주시 시래동 729-1,35.773361883,129.2909378
SH00009008,경주정보고등학교,4700000000,경상북도,4713000000,경주시,4713011400,충효동,경상북도 경주시 충효동 549-6,35.8418250142,129.176298689
SH00003774,경주화랑고등학교,4700000000,경상북도,4713000000,경주시,4713031534,문무대왕면,경상북도 경주시 양북면 장항리 333,35.7943324,129.3876997
SH00003831,경진고등학교,4800000000,경상남도,4817000000,진주시,4817011400,상봉동,경상남도 진주시 상봉동 831-3,35.1994849,128.0670979
SH00002567,계양고등학교,2800000000,인천광역시,2824500000,계양구,2824510600,용종동,인천광역시 계양구 용종동 227-3,37.5416615,126.7436318
SH00001522,계원예술고등학교,4100000000,경기도,4113500000,성남시 분당구,4113510300,정자동,경기도 성남시 분당구 정자동 207,37.359204,127.1156087
SH00006062,고금고등학교,4600000000,전라남도,4689000000,완도군,4689033022,고금면,전라남도 완도군 고금면 덕암리 775,34.4009267,126.8046316
SH00009560,고려고등학교,2900000000,광주광역시,2917000000,북구,2917011600,삼각동,광주광역시 북구 삼각동 666,35.1932523,126.8971563
SH00004802,고려대학교사범대학부속고등학교,1100000000,서울특별시,1129000000,성북구,1129013300,정릉동,서울특별시 성북구 정릉동 660,37.6098005,127.0015719892
SH00009047,고령고등학교,4700000000,경상북도,4783000000,고령군,4783025325,대가야읍,경상북도 고령군 대가야읍 연조리 92,35.7356503935,128.270099111
SH00001550,고림고등학교,4100000000,경기도,4146100000,용인시 처인구,4146110600,고림동,경기도 용인시 처인구 고림동 650-1,37.2468286,127.2194167
SH00005142,고명경영고등학교,1100000000,서울특별시,1129000000,성북구,1129010300,돈암동,서울특별시 성북구 동선동4가 325-1,37.5975051,127.0199462
SH00005285,고산고등학교,5200000000,전북특별자치도,5271000000,완주군,5271036022,고산면,전라북도 완주군 고산면 서봉리 689,35.9800593,127.2020233
SH00009627,고색고등학교,4100000000,경기도,4111300000,수원시 권선구,4111312800,고색동,경기도 수원시 권선구 고색동 888-158,37.2538354,126.9823453
SH00006970,고성고등학교,5100000000,강원특별자치도,5182000000,고성군,5182025025,간성읍,강원특별자치도 고성군 간성읍 상리 361,38.3782820364,128.4610038697
SH00002401,고성고등학교,4800000000,경상남도,4882000000,고성군,4882040021,회화면,경상남도 고성군 회화면 배둔리 1182,35.0562124,128.3626083
SH00010529,고성중앙고등학교,4800000000,경상남도,4882000000,고성군,4882025023,고성읍,경상남도 고성군 고성읍 수남리 524,34.9664357674,128.32001249
SH00006122,고양고등학교,4100000000,경기도,4128100000,고양시 덕양구,4128111100,삼송동,경기도 고양시 덕양구 삼송동 45-2,37.6542382815,126.890869846
SH00001450,고양국제고등학교,4100000000,경기도,4128500000,고양시 일산동구,4128510100,식사동,경기도 고양시 일산동구 식사동 716-20,37.6843734,126.8088113
SH00007011,고양동산고등학교,4100000000,경기도,4128100000,고양시 덕양구,4128111200,동산동,경기도 고양시 덕양구 동산동 362,37.6446523992,126.8876033
SH00006135,고양예술고등학교,4100000000,경기도,4128700000,고양시 일산서구,4128710500,덕이동,경기도 고양시 일산서구 덕이동 753-11,37.6966567,126.7429287
SH00001466,고양외국어고등학교,4100000000,경기도,4128100000,고양시 덕양구,4128111800,관산동,경기도 고양시 덕양구 관산동 332,37.6906272,126.8592854
SH00007012,고양일고등학교,4100000000,경기도,4128100000,고양시 덕양구,4128111600,고양동,경기도 고양시 덕양구 고양동 248-17,37.6998017,126.9009723
SH00009232,고운고등학교,3600000000,세종특별자치시,3611000000,,3611011200,고운동,세종특별자치시 고운동 1415,36.5102286816,127.233075939
SH00000443,고잔고등학교,4100000000,경기도,4127300000,안산시 단원구,4127310100,고잔동,경기도 안산시 단원구 고잔동 776-1,37.3088326,126.8352308
SH00010536,고창고등학교,5200000000,전북특별자치도,5279000000,고창군,5279025022,고창읍,전라북도 고창군 고창읍 교촌리 269,35.4362394455,126.7022989857
SH00006089,고창북고등학교,5200000000,전북특별자치도,5279000000,고창군,5279040021,흥덕면,전라북도 고창군 흥덕면 흥덕리 157-1,35.5150195,126.6977991
SH00006088,고창여자고등학교,5200000000,전북특별자치도,5279000000,고창군,5279025037,고창읍,전라북도 고창군 고창읍 교촌리 29-5,35.4405699,126.6975367
SH00009966,고척고등학교,1100000000,서울특별시,1153000000,구로구,1153010600,고척동,서울특별시 구로구 고척동 287-29,37.5085758,126.8506504
SH00204833,고촌고등학교,4100000000,경기도,4157000000,김포시,4157025323,고촌읍,경기도 김포시 고촌읍 태리 290-2,37.6046055120949,126.74996142559
SH00009323,고한고등학교,5100000000,강원특별자치도,5177000000,정선군,5177025321,고한읍,강원특별자치도 정선군 고한읍 고한리 80-4,37.2063733,128.8526676
SH00009820,고흥고등학교,4600000000,전라남도,4677000000,고흥군,4677025025,고흥읍,전라남도 고흥군 고흥읍 호형리 1353-4,34.6066433,127.2937538
SH00002444,고흥도화고등학교,4600000000,전라남도,4677000000,고흥군,4677034027,도화면,전라남도 고흥군 도화면 당오리 480-3,34.5146241,127.3202929
SH00009048,고흥산업과학고등학교,4600000000,전라남도,4677000000,고흥군,4677025024,고흥읍,전라남도 고흥군 고흥읍 등암리 216,34.6022342,127.2759578
SH00009054,고흥영주고등학교,4600000000,전라남도,4677000000,고흥군,4677038026,과역면,전라남도 고흥군 과역면 과역리 442-2,34.6818294,127.3565977
SH00003816,곡성고등학교,4600000000,전라남도,4672000000,곡성군,4672025021,곡성읍,전라남도 곡성군 곡성읍 읍내리 446-1,35.2846944,127.2926362
SH00007531,곡정고등학교,4100000000,경기도,4111300000,수원시 권선구,4111313700,권선동,경기도 수원시 권선구 권선동 1338,37.2438427761,127.020151787
SH00005303,곤양고등학교,4800000000,경상남도,4824000000,사천시,4824035023,곤양면,경상남도 사천시 곤양면 서정리 50,35.0635767916,127.961313175
SH00006980,곤지암고등학교,4100000000,경기도,4161000000,광주시,4161025921,곤지암읍,경기도 광주시 곤지암읍 곤지암리 453-12,37.347549,127.3374172
