corp_cd,corp_nm,ctp_cd,ctp_nm,sig_cd,sig_nm,emd_cd,emd_nm,all_addr_nm,lon,lat,corp_depth1_cd,corp_depth1,corp_depth2_cd,corp_depth2,corp_depth3_cd,corp_depth3,corp_depth4_cd,corp_depth4,corp_depth5_cd,corp_depth5
1111570,에스케이제3호기업인수목적(주),1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,"서울특별시 영등포구 국제금융로8길 31 여의도동, 에스케이증권빌딩",126.9280665766,37.5197460149,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,,
1113781,(주)영현무역,1100000000,서울특별시,1153000000,구로구,1153010200,구로동,서울특별시 구로구 디지털로 271 벽산디지털밸리Ⅲ2층 212호,126.8935986744,37.4833068478,G,도매 및 소매업,46,도매 및 상품 중개업,461,상품 중개업,4610,상품 중개업,,
1194759,대신밸런스제4호기업인수목적(주),1100000000,서울특별시,1114000000,중구,1114013100,저동1가,서울특별시 중구 삼일대로 343,126.9869596151,37.5651004556,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,66199,그 외 기타 금융 지원 서비스업
527880,(주)썬테크놀로지스,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 국제금융로2길 25 eusu홀딩스빌딩 12층,126.925481897,37.523628004,C,제조업,24,1차 금속 제조업,243,금속 주조업,2431,철강 주조업,24311,선철주물 주조업
117638,동양텔레콤(주),4100000000,경기도,4146300000,용인시 기흥구,4146311400,청덕동,경기도 용인시 기흥구 구성로 262-14 (청덕동),127.1386292614,37.2898422236,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2622,인쇄회로기판 및 전자부품 실장기판 제조업,26224,전자부품 실장기판 제조업
1063963,(주)유쎌,5200000000,전북특별자치도,5214000000,익산시,5214025026,함열읍,전라북도 익산시 함열읍 익산대로78길 265,126.9536953971,36.0332618938,C,제조업,20,화학물질 및 화학제품 제조업; 의약품 제외,204,기타 화학제품 제조업,2042,"세제, 화장품 및 광택제 제조업",20423,화장품 제조업
656340,소프트캠프(주),4100000000,경기도,4129000000,과천시,4129010600,주암동,경기도 과천시 삼부골로 26 2층,127.0225726672,37.4469265113,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58222,응용 소프트웨어 개발 및 공급업
1194892,(주)알로이스,4100000000,경기도,4113300000,성남시 중원구,4113310600,여수동,경기도 성남시 중원구 양현로405번길 4-5 3층,127.1277103913,37.4174550144,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26421,방송장비 제조업
222806,(주)에임하이글로벌,1100000000,서울특별시,1168000000,강남구,1168010800,논현동,"서울특별시 강남구 논현로 626 (논현동, 엠빌딩)",127.0332748638,37.5095470203,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2622,인쇄회로기판 및 전자부품 실장기판 제조업,26224,전자부품 실장기판 제조업
1234525,한국제5호기업인수목적(주),1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,"서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) 5층",126.9222732289,37.522085402,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,66199,그 외 기타 금융 지원 서비스업
389679,(주)해피드림,4400000000,충청남도,4427000000,당진시,4427010100,읍내동,충청남도 당진시 북문로 15 120동 136호(읍내동),126.6248414437,36.8994675148,H,운수 및 창고업,49,육상운송 및 파이프라인 운송업,493,도로 화물 운송업,4930,도로 화물 운송업,49301,일반 화물자동차 운송업
526465,동북아13호선박투자회사,2600000000,부산광역시,2653000000,사상구,2653010200,모라동,부산광역시 사상구 사상로 461 (모라동),128.9867480479,35.1857363823,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,761,운송장비 임대업,7619,기타 운송장비 임대업,76190,기타 운송장비 임대업
324104,디케이씨(주),4700000000,경상북도,4785000000,칠곡군,4785025026,왜관읍,경상북도 칠곡군  왜관읍 공단로5길 18-24,128.4139129544,35.9647982884,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2621,표시장치 제조업,26211,액정 표시장치 제조업
410678,(주)다린,4800000000,경상남도,4812700000,창원시 마산회원구,4812710500,양덕동,경상남도 창원시 마산회원구 자유무역3길 111   양덕동 (주)다린,128.5923978941,35.2164497838,C,제조업,22,고무 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2223,포장용 플라스틱제품 제조업,22232,포장용 플라스틱 성형용기 제조업
930321,하이골드오션8호국제선박투자회사,,,,,,,제주특별자치도 제주시 연삼로 473 산업경재진흥원 연삼로 473 산업경제진흥원(이도이동),,,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,761,운송장비 임대업,7619,기타 운송장비 임대업,76190,기타 운송장비 임대업
307037,(주)더스텔라,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동,서울특별시 강남구 논현로105길 48 나실빌딩 5층,127.0302624361,37.5055869226,C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사제품 제조업",1512,"핸드백, 가방 및 기타 보호용 케이스 제조업",15129,가방 및 기타 보호용 케이스 제조업
695464,차이나그레이트스타인터내셔널리미티드,,,,,,,"Grand Pavilion, Hibiscus Way, 802 West Bay Road, P.O. Box 31119,KY1-1205, Cayman Islands -",,,K,금융 및 보험업,64,금융업,649,기타 금융업,6499,그 외 기타 금융업,64992,지주회사
123152,(주)보루네오가구,2800000000,인천광역시,2820000000,남동구,2820011000,논현동,인천광역시 남동구 논고개로 101 아름다운타워,126.7243950442,37.3999948455,C,제조업,32,가구 제조업,320,가구 제조업,3202,목재가구 제조업,32029,기타 목재가구 제조업
1086812,(주)케미메디,4700000000,경상북도,4717000000,안동시,4717025038,풍산읍,경상북도 안동시 풍산읍 산업단지길 88 (재)경북바이오벤처프라자 3층 302호,128.5463319423,36.5963427466,M,"전문, 과학 및 기술 서비스업",70,연구개발업,701,자연과학 및 공학 연구개발업,7012,공학 연구개발업,70129,기타 공학 연구개발업
961136,(주)씨티네트웍스,4400000000,충청남도,4423000000,논산시,4423025331,연무읍,충청남도 논산시  연무읍 신화길 12,127.0837327821,36.1349888892,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2641,유선 통신장비 제조업,26410,유선 통신장비 제조업
893923,(주)이푸른,4100000000,경기도,4150000000,이천시,4150025332,부발읍,경기도 이천시  부발읍 황무로 1893,127.5169766329,37.2548950133,G,도매 및 소매업,46,도매 및 상품 중개업,462,산업용 농.축산물 및 동.식물 도매업,4620,산업용 농.축산물 및 동.식물 도매업,46203,사료 도매업
530796,(주)미성포리테크,4100000000,경기도,4119200000,부천시 원미구,4119210300,춘의동,경기도 부천시 원미구 부천로 238 (주)미성포리테크,126.7872627774,37.5052402999,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2629,기타 전자부품 제조업,26295,전자감지장치 제조업
671437,(주)파인넥스,4100000000,경기도,4159000000,화성시,4159025925,향남읍,경기도 화성시  향남읍 발안공단로4길 65 사파이어테크놀로지 발안공장,126.9028652501,37.083358455,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",261,반도체 제조업,2612,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",,
102681,고려개발(주),,,,,,,"경기도 용인시 수지구 풍덕천로 112 501(풍덕천동, 하나프라자빌딩)",,,F,건설업,41,종합 건설업,412,토목 건설업,4122,토목시설물 건설업,41221,도로 건설업
1243550,아이비케이에스제7호기업인수목적주식회사,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,"서울특별시 영등포구 국제금융로6길 11, 9층(여의도동)",126.9288562169,37.5221774887,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,,
814810,엠에프엠코리아(주),1100000000,서울특별시,1168000000,강남구,1168011800,도곡동,"서울특별시 강남구 도곡로 204, 4층(도곡동, 동신빌딩)",127.041422428,37.4921516959,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",143,편조의복 제조업,1430,편조의복 제조업,14300,편조의복 제조업
1186811,(주)티에스트릴리온,1100000000,서울특별시,1156000000,영등포구,1156012800,양평동4가,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가, 티에스빌딩)",126.8967707908,37.5367047033,C,제조업,20,화학물질 및 화학제품 제조업; 의약품 제외,204,기타 화학제품 제조업,2042,"세제, 화장품 및 광택제 제조업",20423,화장품 제조업
1066030,(주)드림티엔터테인먼트,1100000000,서울특별시,1171000000,송파구,1171010800,문정동,"서울특별시 송파구 법원로 114 B동 511호(문정동,엠스테이트)",127.1210093821,37.4860552798,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",739,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업",73901,매니저업
526447,동북아12호선박투자회사,2600000000,부산광역시,2653000000,사상구,2653010200,모라동,부산광역시 사상구 사상로 461 (모라동),128.9867480479,35.1857363823,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,761,운송장비 임대업,7619,기타 운송장비 임대업,76190,기타 운송장비 임대업
435297,맥쿼리한국인프라투융자회사,1100000000,서울특별시,1111000000,종로구,1111012700,공평동,"서울특별시 종로구 우정국로 26 A동 18층(공평동, 센트로폴리스)",126.9835302689,37.5716808092,K,금융 및 보험업,64,금융업,642,신탁업 및 집합투자업,6420,신탁업 및 집합투자업,64201,신탁업 및 집합투자업
598587,(주)인터파크,,,,,,,서울특별시 강남구 삼성로 512서울특별시 강남구 삼성로 512 삼성동빌딩,,,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,47912,전자상거래 소매업
1243772,신한제4호기업인수목적(주),1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 여의대로 70 신한금융투자타워,126.9241848217,37.5248391166,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,66199,그 외 기타 금융 지원 서비스업
1107665,차이나크리스탈신소재홀딩스,,,,,,,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands",,,K,금융 및 보험업,64,금융업,649,기타 금융업,6499,그 외 기타 금융업,64992,지주회사
351418,코리아오토글라스(주),3600000000,세종특별자치시,3611000000,,3611037028,전의면,세종특별자치시  전의면 산단길 134,127.2226482552,36.7021162211,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2311,판유리 및 판유리 가공품 제조업,23119,기타 판유리 가공품 제조업
843830,(주)카이노스메드,4100000000,경기도,4113500000,성남시 분당구,4113510900,삼평동,경기도 성남시 분당구 대왕판교로712번길 16한국파스퇴르연구소 4층,127.1033343677,37.4068277959,M,"전문, 과학 및 기술 서비스업",70,연구개발업,701,자연과학 및 공학 연구개발업,7011,자연과학 연구개발업,70113,의학 및 약학 연구개발업
647935,하나유비에스암바토비니켈해외자원개발2호,1100000000,서울특별시,1114000000,중구,1114010500,을지로2가,"서울특별시 중구 을지로 66 11층(을지로2가, 하나금융그룹 명동사옥)",126.9850107339,37.5651546445,K,금융 및 보험업,64,금융업,642,신탁업 및 집합투자업,6420,신탁업 및 집합투자업,64201,신탁업 및 집합투자업
647883,하나유비에스암바토비니켈해외자원개발1호,1100000000,서울특별시,1114000000,중구,1114010500,을지로2가,"서울특별시 중구 을지로 66 11층(을지로2가, 하나금융그룹 명동사옥)",126.9850107339,37.5651546445,K,금융 및 보험업,64,금융업,642,신탁업 및 집합투자업,6420,신탁업 및 집합투자업,64201,신탁업 및 집합투자업
1277928,한국제7호기업인수목적 주식회사,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 의사당대로 88,126.9222732289,37.522085402,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,66199,그 외 기타 금융 지원 서비스업
100258,(주)에스마크,4300000000,충청북도,4313000000,충주시,4313011100,가주동,충청북도 충주시  가주농공2길 21,127.8975008193,36.9340489567,C,제조업,13,섬유제품 제조업; 의복제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,13101,면 방적업
255141,(주)글로앤웰,1100000000,서울특별시,1153000000,구로구,1153010200,구로동,서울특별시 구로구 디지털로29길 38,126.8933104761,37.4844975406,G,도매 및 소매업,46,도매 및 상품 중개업,465,기계장비 및 관련 물품 도매업,4659,기타 기계 및 장비 도매업,46595,전기용 기계.장비 및 관련 기자재 도매업
1247918,한화에이스기업인수목적4호(주),1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 여의대로 56 한화투자증권 10층,126.9228726509,37.5240793529,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,,
1257526,한국제6호기업인수목적 주식회사,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 의사당대로 88,126.9222732289,37.522085402,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,66199,그 외 기타 금융 지원 서비스업
599887,(주)신텍,4800000000,경상남도,4812300000,창원시 성산구,4812312700,상남동,"경상남도 창원시 성산구 상남로 71 (상남동, 창원코아상가) 511호",128.6795415406,35.2204424153,C,제조업,25,금속가공제품 제조업; 기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2513,핵반응기 및 증기 보일러 제조업,25130,핵반응기 및 증기보일러 제조업
601641,(주)리드,4100000000,경기도,4159000000,화성시,4159012700,반송동,경기도 화성시 노작로 147 돌모루프라자 6층 B114호,127.0734342158,37.201079774,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2927,반도체 및 디스플레이 제조용 기계 제조업,29272,디스플레이 제조용 기계 제조업
261735,(주)위노바,4100000000,경기도,4122000000,평택시,4122025929,청북읍,경기도 평택시  청북면 청북산단로 178   (율북리 1026),126.970237155,37.0541722851,C,제조업,20,화학물질 및 화학제품 제조업; 의약품 제외,204,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업,20495,바이오 연료 및 혼합물 제조업
122339,(주)이매진아시아,1100000000,서울특별시,1168000000,강남구,1168010800,논현동,서울특별시 강남구 도산대로30길 21 2층,127.0300413267,37.5185613501,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",5914,영화 및 비디오물 상영업,59142,비디오물 감상실 운영업
159290,주식회사 한국아트라스비엑스,3000000000,대전광역시,3023000000,대덕구,3023010200,대화동,대전광역시 대덕구  대전로1331번길 185 아트라스비엑스,127.4127564269,36.3701245283,C,제조업,28,전기장비 제조업,282,일차전지 및 축전지 제조업,2820,일차전지 및 축전지 제조업,28202,축전지 제조업
116356,(주)동성화학,2600000000,부산광역시,2638000000,사하구,2638010400,신평동,부산광역시 사하구  신산로 99,128.9657623891,35.0911413685,C,제조업,20,화학물질 및 화학제품 제조업; 의약품 제외,201,기초 화학물질 제조업,2013,"무기안료, 염료, 유연제 및 기타 착색제 제조업",20132,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업"
1337114,주식회사 구스앤홈,1100000000,서울특별시,1171000000,송파구,1171010900,장지동,"서울특별시 송파구 송파대로 55, 에이동 607호(장지동, 서울복합물류)",127.1236211856,37.4742027809,C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1322,직물제품 제조업,13221,침구 및 관련제품 제조업
1336391,엔에이치기업인수목적13호 주식회사,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 여의대로 108 (여의도동) 파크원 NH금융타워(타워2),126.9291127566,37.5251913155,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,,
609485,웅진에너지(주),3000000000,대전광역시,3020000000,유성구,3020014600,관평동,대전광역시 유성구  테크노2로 37 (관평동),127.3928055714,36.4327133065,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",261,반도체 제조업,2612,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",,
173944,(주)우진,,,,,,,경기도 화성시 동부대로970번길 110,,,C,제조업,27,"의료, 정밀, 광학기기 및 시계 제조업",272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2721,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27216,산업처리공정 제어장비 제조업
786331,에스앤씨엔진그룹리미티드,,,,,,,"Causeway Bay, Hong Kong Units 1607-8, 16th Floor, Citicorp Centre 18 Whitfield Road",,,K,금융 및 보험업,64,금융업,649,기타 금융업,6499,그 외 기타 금융업,64992,지주회사
482426,인화정공(주),4800000000,경상남도,4812100000,창원시 의창구,4812112900,팔용동,경상남도 창원시 의창구  차룡로14번길 55 인화정공(주) (팔용동),128.6318566023,35.2383550288,C,제조업,31,기타 운송장비 제조업,311,선박 및 보트 건조업,3111,선박 및 수상 부유 구조물 건조업,31114,선박 구성 부분품 제조업
111874,대원산업(주),4100000000,경기도,4127300000,안산시 단원구,4127310500,원시동,경기도 안산시 단원구 원시로 179,126.7818249085,37.3127252973,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3039,자동차용 기타 신품 부품 제조업,30399,그 외 자동차용 신품 부품 제조업
109286,(주)대동,,,,,,,대구광역시 달성군 논공읍 논공중앙로34길 35 35,,,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2921,농업 및 임업용 기계 제조업,29210,농업 및 임업용 기계 제조업
146719,일화모직공업(주),4100000000,경기도,4159000000,화성시,4159025323,봉담읍,경기도 화성시 봉담읍 수영리 562-9,126.9471152189,37.2291338239,C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1321,직물 직조업,13212,모직물 직조업
1337220,키움제5호기업인수목적 주식회사,,,,,,,"서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸셜스퀘어)",,,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,,
129350,삼화콘덴서공업(주),4100000000,경기도,4146100000,용인시 처인구,4146125922,남사읍,경기도 용인시 처인구  남사면 경기동로 227,127.1520053552,37.1411153705,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2629,기타 전자부품 제조업,26291,전자축전기 제조업
144252,(주)유니온,1100000000,서울특별시,1114000000,중구,1114011100,소공동,서울특별시 중구  소공로 94 OCI빌딩 13층,126.9804399905,37.5633614436,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2331,"시멘트, 석회 및 플라스터 제조업",23311,시멘트 제조업
303217,(주)우진플라임,4300000000,충청북도,4372000000,보은군,4372032525,장안면,충청북도 보은군 장안면 우진플라임로 100 본관동,127.8109518122,36.4589038874,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,기타 특수 목적용 기계 제조업,29294,주형 및 금형 제조업
389387,(주)라임,4700000000,경상북도,4719000000,구미시,4719025626,산동읍,경상북도 구미시 산동면 첨단기업4로 49-53,128.4529661423,36.1442410419,C,제조업,20,화학물질 및 화학제품 제조업; 의약품 제외,205,화학섬유 제조업,2050,화학섬유 제조업,20501,합성섬유 제조업
125938,삼보판지(주),4100000000,경기도,4139000000,시흥시,4139013200,정왕동,경기도 시흥시 공단1대로28번길 120 (정왕동),126.699779871,37.3393796022,C,제조업,17,"펄프, 종이 및 종이제품 제조업",171,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업,17129,기타 종이 및 판지 제조업
954242,하이골드오션12호국제선박투자회사,5000000000,제주특별자치도,5011000000,제주시,5011010400,이도이동,제주특별자치도 제주시 연삼로 473 산업경제진흥원 (이도이동),126.5406595905,33.4993875683,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,761,운송장비 임대업,7619,기타 운송장비 임대업,76190,기타 운송장비 임대업
1036446,(주)서연이화,4100000000,경기도,4117300000,안양시 동안구,4117310200,관양동,경기도 안양시 동안구 부림로170번길 41-22 (관양동),126.9648036941,37.4013212096,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3039,자동차용 기타 신품 부품 제조업,30399,그 외 자동차용 신품 부품 제조업
455112,(주)금빛,4100000000,경기도,4119600000,부천시 오정구,4119610100,오정동,경기도 부천시 오정구  산업로104번길 14 (오정동) 동부라이텍(주),126.7840754392,37.533043929,C,제조업,28,전기장비 제조업,284,전구 및 조명장치 제조업,2842,조명장치 제조업,28429,기타 조명장치 제조업
112970,대한방직(주),1100000000,서울특별시,1114000000,중구,1114017100,중림동,"서울특별시 중구 중림로 48 (중림동, 성준빌딩)",126.9681107134,37.5572524311,C,제조업,13,섬유제품 제조업; 의복제외,132,직물직조 및 직물제품 제조업,1322,직물제품 제조업,13229,기타 직물제품 제조업
129554,(주)갤럭시아 에스엠,1100000000,서울특별시,1168000000,강남구,1168010800,논현동,서울특별시 강남구  학동로 311 미성빌딩 7층,127.0369190726,37.5162008439,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9119,기타 스포츠 서비스업,91199,그 외 기타 스포츠 서비스업
110307,대선조선(주),2600000000,부산광역시,2620000000,영도구,2620011700,봉래동3가,"부산광역시 영도구 봉래나루로 261 (봉래동3가, 대선조선(주))",129.0457751267,35.096818173,C,제조업,31,기타 운송장비 제조업,311,선박 및 보트 건조업,3111,선박 및 수상 부유 구조물 건조업,31114,선박 구성 부분품 제조업
1068348,(주)러셀,4300000000,충청북도,4311300000,청주시 흥덕구,4311332032,옥산면,충청북도 청주시 흥덕구 옥산면 옥산산단로 36 (호죽리),127.3676503573,36.6949833686,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,기타 특수 목적용 기계 제조업,29294,주형 및 금형 제조업
612115,(주)유디피,1100000000,서울특별시,1150000000,강서구,1150010500,마곡동,서울특별시 강서구 마곡중앙1로 10 (마곡동) 한일노벨리아타워 717호,126.8257069448,37.5584775157,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58222,응용 소프트웨어 개발 및 공급업
1351114,케이비제17호기업인수목적 주식회사,1100000000,서울특별시,1144000000,마포구,1144010100,아현동,"서울특별시 마포구 마포대로 208 301호(아현동, 효성인텔리안)",126.9568629576,37.5525006899,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,,
1326260,하나머스트제6호기업인수목적(주),1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 의사당대로 82,126.9218533723,37.52268285,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,66199,그 외 기타 금융 지원 서비스업
1236286,컬러레이홀딩스,,,,,,,"Connaught Place, Central, Hong Kong Suite 3201, Jardine house 1",,,K,금융 및 보험업,64,금융업,649,기타 금융업,6491,여신금융업,64912,개발금융기관
364111,다이노나(주),,,,,,,"경기도 성남시 분당구 판교로 228번길 153동 902호(삼평동, 판교세븐벤처밸리1)",,,M,"전문, 과학 및 기술 서비스업",70,연구개발업,701,자연과학 및 공학 연구개발업,7011,자연과학 연구개발업,70113,의학 및 약학 연구개발업
1015726,(주)미래테크놀로지,1100000000,서울특별시,1153000000,구로구,1153010200,구로동,서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호,126.8976994873,37.4830823344,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
650629,SBS미디어홀딩스(주),1100000000,서울특별시,1147000000,양천구,1147010200,목동,서울특별시 양천구  목동서로 161,126.8737465773,37.5291902429,J,정보통신업,60,방송업,602,텔레비전 방송업,6022,"유선, 위성 및 기타 방송업",60229,위성 및 기타 방송업
186939,(주)특수건설,1100000000,서울특별시,1165000000,서초구,1165010800,서초동,서울특별시 서초구 서운로 7 -,127.0294117753,37.4846966633,F,건설업,41,종합 건설업,412,토목 건설업,4122,토목시설물 건설업,41229,기타 토목시설물 건설업
1169434,오가닉티코스메틱스홀딩스컴퍼니리미티드,,,,,,,"11 Wing Wo Street, Central, HONG KONG Unit 1, 9/F, Wo Hing Commercial Building",,,K,금융 및 보험업,64,금융업,649,기타 금융업,6499,그 외 기타 금융업,64992,지주회사
163691,(주)유수홀딩스,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,"서울특별시 영등포구 여의나루로 60 9층 (여의도동, 포스트타워)",126.9262251929,37.522300303,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,715,회사 본부 및 경영 컨설팅 서비스업,7153,경영 컨설팅 및 공공 관계 서비스업,71532,공공관계 서비스업
194275,(주)코너스톤네트웍스,4100000000,경기도,4113300000,성남시 중원구,4113310500,상대원동,"경기도 성남시 중원구 사기막골로45번길 14 제19층 제에이-1902호(상대원동,성남우림라이온스밸리2차)",127.1698551628,37.4367182319,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4719,그 외 기타 종합 소매업,47190,그 외 기타 종합 소매업
207755,(주)지에스홈쇼핑,1100000000,서울특별시,1156000000,영등포구,1156012400,문래동6가,서울특별시 영등포구  선유로 75 GS강서타워 (문래동6가),126.8890342907,37.5208101512,J,정보통신업,60,방송업,602,텔레비전 방송업,6022,"유선, 위성 및 기타 방송업",60229,위성 및 기타 방송업
133663,(주)세동,2600000000,부산광역시,2671000000,기장군,2671025331,장안읍,부산광역시 기장군  장안읍 장안산단 8로 8,129.265443576,35.3313148165,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3039,자동차용 기타 신품 부품 제조업,30399,그 외 자동차용 신품 부품 제조업
1137897,에스지에이클라우드서비스 주식회사,1100000000,서울특별시,1171000000,송파구,1171010800,문정동,"서울특별시 송파구 법원로11길 25에이동 908호(문정동, 에이치비지니스파크)",127.1163222378,37.484887596,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58222,응용 소프트웨어 개발 및 공급업
132318,(주)성광벤드,2600000000,부산광역시,2644000000,강서구,2644010900,송정동,부산광역시 강서구  녹산산단262로 26,128.8434951789,35.0870078005,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2413,철강관 제조업,24133,강관 가공품 및 관 연결구류 제조업
799070,이스트아시아홀딩스인베스트먼트리미티드,,,,,,,"Kowloon, Hong Kong Unit 912, 9/F., Two Harbourfront, 22 Tak Fung Street, Hunghom",,,K,금융 및 보험업,64,금융업,649,기타 금융업,6499,그 외 기타 금융업,64992,지주회사
