corp_cd,corp_nm,ctp_cd,ctp_nm,sig_cd,sig_nm,emd_cd,emd_nm,all_addr_nm,lon,lat,corp_depth1_cd,corp_depth1,corp_depth2_cd,corp_depth2,corp_depth3_cd,corp_depth3,corp_depth4_cd,corp_depth4,corp_depth5_cd,corp_depth5
260985,한빛네트,1100000000,서울특별시,1111000000,종로구,1111013300,익선동,서울특별시 종로구 익선동 30-6,126.9891365778,37.5751033467,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
264529,(주)엔플렉스,1100000000,서울특별시,1168000000,강남구,1168010800,논현동,서울특별시 강남구 논현동 98 동익빌딩 2층,127.0348525208,37.5201828252,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
358545,(주)동서정보기술,1100000000,서울특별시,1168000000,강남구,1168010600,대치동,서울특별시 강남구 대치동 997-4 ,127.0663826469,37.5092654557,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
231567,주식회사 애드모바일,1100000000,서울특별시,1150000000,강서구,1150010400,가양동,서울특별시 강서구 가양동 1458-9 동남빌딩 2층,126.8432316382,37.569922022,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
359614,(주)리더컴,4100000000,경기도,4159000000,화성시,4159037023,장안면,경기도 화성시 장안면 수촌리 877-23,126.8413931426,37.1021939582,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2641,유선 통신장비 제조업,26410,유선 통신장비 제조업
153551,(주)허메스홀딩스,1100000000,서울특별시,1168000000,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159 코엑스상사전시장 C-28 ,127.0588192507,37.5125211887,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
344746,(주)유티엑스,1100000000,서울특별시,1154500000,금천구,1154510100,가산동,서울특별시 금천구 가산동 371-28 우림라이온스밸리 B동 13층 ,126.8825071938,37.4799700859,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2641,유선 통신장비 제조업,26410,유선 통신장비 제조업
261188,(주)글로포스트,1100000000,서울특별시,1165000000,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 28-1 ,127.019614094,37.5136159507,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
268020,(주)쏠라엔텍,1100000000,서울특별시,1165000000,서초구,1165010800,서초동,"서울특별시 서초구 서초동 1677-14 케이비빌딩 4,5층 ",127.0190991045,37.4949738718,G,도매 및 소매업,46,도매 및 상품 중개업,465,기계장비 및 관련 물품 도매업,4659,기타 기계 및 장비 도매업,46599,그 외 기타 기계 및 장비 도매업
269287,(주)보홍,1100000000,서울특별시,1168000000,강남구,1168010800,논현동,서울특별시 강남구 논현동 251 ,127.0381594576,37.5139327133,G,도매 및 소매업,46,도매 및 상품 중개업,465,기계장비 및 관련 물품 도매업,4652,"가전제품, 통신장비 및 부품 도매업",46521,가전제품 및 부품 도매업
475286,동북아1호선박투자회사,2600000000,부산광역시,2653000000,사상구,2653010200,모라동,부산광역시 사상구 모라동 795-22,128.9867067406,35.1857394933,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,715,회사 본부 및 경영 컨설팅 서비스업,7153,경영 컨설팅 및 공공 관계 서비스업,71531,경영 컨설팅업
250775,에듀아크,2800000000,인천광역시,2826000000,서구,2826011200,가좌동,인천광역시 서구 가좌동 178-196 ,126.6562691383,37.4904558958,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2622,인쇄회로기판 및 전자부품 실장기판 제조업,26224,전자부품 실장기판 제조업
114321,(주)데코,1100000000,서울특별시,1171000000,송파구,1171011200,오금동,서울특별시 송파구 오금동 24-2번지 ,127.1303771119,37.5077825337,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1411,겉옷 제조업,14112,여자용 겉옷 제조업
191108,(주)엘앤씨피,4300000000,충청북도,4313000000,충주시,4313025031,주덕읍,충청북도 충주시 주덕읍 당우리 822-13 ,127.7491402385,37.0043324988,C,제조업,20,화학물질 및 화학제품 제조업; 의약품 제외,204,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업,20491,감광재료 및 관련 화학제품 제조업
167378,(주)희훈디앤지,1100000000,서울특별시,1168000000,강남구,1168010800,논현동,서울특별시 강남구 논현동 66-11 ,127.029051181,37.5184914998,F,건설업,42,전문직별 공사업,425,시설물 유지관리 공사업,4250,시설물 유지관리 공사업,,
225210,(주)퓨쳐인포넷,,,,,,,"서울특별시 강남구 대치동 1001-13,14,15 ",,,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
223346,(주)쓰리디넷,1100000000,서울특별시,1168000000,강남구,1168010300,개포동,서울특별시 강남구 개포동 1228-1 세영빌딩 5층,127.0469991225,37.4757866639,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
174129,(주)제일저축은행,1100000000,서울특별시,1171000000,송파구,1171010700,가락동,서울특별시 송파구 가락동 99-3,127.1187503748,37.4933339258,K,금융 및 보험업,64,금융업,641,은행 및 저축기관,6413,신용조합 및 저축기관,64131,신용조합
114826,제일창업투자(주),1100000000,서울특별시,1114000000,중구,1114012500,충무로2가,서울특별시 중구 충무로 2가 64-5 ,126.9863598477,37.5612898036,K,금융 및 보험업,64,금융업,642,신탁업 및 집합투자업,6420,신탁업 및 집합투자업,64209,기타 금융 투자업
173333,(주)현대DSF,3100000000,울산광역시,3114000000,남구,3114010600,삼산동,울산광역시 남구 삼산동 1521-1,129.3357901559,35.5396250906,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4711,대형 종합 소매업,47111,백화점
687599,(주)네프로아이티,,,,,,,일본 도쿄도 주오구 쿄바시 1-11-8번지 니시긴빌딩 5층,,,J,정보통신업,63,정보서비스업,639,기타 정보 서비스업,6399,그 외 기타 정보 서비스업,63991,데이터베이스 및 온라인정보 제공업
256292,(주)자강,4100000000,경기도,4113500000,성남시 분당구,4113510700,야탑동,경기도 성남시 분당구 야탑동 514-1 신도리코BD 6F ,127.1296649718,37.4096231242,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
271431,케이엠에스(주),4100000000,경기도,4117300000,안양시 동안구,4117310200,관양동,경기도 안양시 동안구 관양동 900-1 폴리켐빌딩 4층 ,126.9719793387,37.3957509399,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
154727,(주)에버리소스,2800000000,인천광역시,2820000000,남동구,2820011000,논현동,인천광역시 남동구 논현동 448-1 예성아이라이프 804 ,126.6958453404,37.4093882385,G,도매 및 소매업,46,도매 및 상품 중개업,465,기계장비 및 관련 물품 도매업,4651,"컴퓨터 및 주변장치, 소프트웨어 도매업",46510,"컴퓨터 및 주변장치, 소프트웨어 도매업"
246189,제이에스(주),4100000000,경기도,4150000000,이천시,4150033022,호법면,경기도 이천시 호법면 안평리 67-2 ,127.4169139415,37.2466755312,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
154204,태창기업(주),4800000000,경상남도,4882000000,고성군,4882040021,회화면,경상남도 고성군 회화면 배둔리 87번지,128.3766234504,35.0670360645,C,제조업,13,섬유제품 제조업; 의복제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업",13401,솜 및 실 염색가공업
152631,(주)에이치비이에너지,4700000000,경상북도,4719000000,구미시,4719011300,공단동,경상북도 구미시공단동 170,128.3807279962,36.1135971181,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2622,인쇄회로기판 및 전자부품 실장기판 제조업,26224,전자부품 실장기판 제조업
358095,(주)코어비트,1100000000,서울특별시,1168000000,강남구,1168010800,논현동,서울특별시 강남구 논현동 61-5 디엠씨씨빌딩 801호 ,127.0315564025,37.5203903518,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
510215,동북아8호선박투자회사,2600000000,부산광역시,2653000000,사상구,2653010200,모라동,부산광역시 사상구 모라동 795-22,128.9867067406,35.1857394933,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,715,회사 본부 및 경영 컨설팅 서비스업,7153,경영 컨설팅 및 공공 관계 서비스업,71531,경영 컨설팅업
347619,한국통신데이타(주),1100000000,서울특별시,1165000000,서초구,1165010100,방배동,서울특별시 서초구 방배동 792-10 일건빌딩 402호,126.9874678669,37.4918411383,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
372013,(주)케너텍,4700000000,경상북도,4711300000,포항시 북구,4711332028,청하면,경상북도 포항시 북구 청하면 이가리 366 ,129.3826408297,36.1757918738,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2917,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",29176,"증류기, 열교환기 및 가스발생기 제조업"
353735,(주)다휘,1100000000,서울특별시,1168000000,강남구,1168010400,청담동,서울특별시 강남구 청담동 92-3 삼이빌딩 6층 ,127.0431919017,37.524009061,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2917,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",29176,"증류기, 열교환기 및 가스발생기 제조업"
186540,코오롱아이넷(주),1100000000,서울특별시,1154500000,금천구,1154510100,가산동,서울특별시 금천구 가산동 533-2 롯데센터 ,126.876658307,37.4836074424,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
128759,캠브리지코오롱(주),4100000000,경기도,4129000000,과천시,4129010900,별양동,경기도 과천시 별양동 1-22 ,126.9913176507,37.425764837,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1411,겉옷 제조업,14111,남자용 겉옷 제조업
535588,네오세미테크(주),2800000000,인천광역시,2818500000,연수구,2818510600,송도동,인천광역시 연수구 송도동 7-14 ,126.6522759908,37.3866947595,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",261,반도체 제조업,2612,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",,
264981,(주)디에이치패션,1100000000,서울특별시,1168000000,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159 코엑스상사전시장 C-100-4 ,127.0588192507,37.5125211887,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4679,재생용 재료 및 기타 상품 전문 도매업,46799,그 외 기타 상품 전문 도매업
231521,(주)핸디소프트,1100000000,서울특별시,1165000000,서초구,1165010800,서초동,"서울특별시 서초구 서초동 1602-5번지 로얄타워 8층~12층,15층 ",127.015577806,37.4855398479,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
159908,케이엠에이치(주),4100000000,경기도,4117300000,안양시 동안구,4117310200,관양동,"경기도 안양시 동안구 관양동 799 안양메가밸리 405,812",126.967689129,37.401551253,C,제조업,28,전기장비 제조업,283,절연선 및 케이블 제조업,2830,절연선 및 케이블 제조업,28302,기타 절연선 및 케이블 제조업
259493,(주)씨엘엘씨디,,,,,,,서울특별시 송파구 가락본동 120-1 성호빌딩 3충 ,,,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,47919,기타 통신 판매업
359641,(주)현대푸드시스템,,,,,,,서울특별시 강동구 암사동 선사로 111번지 ,,,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5613,기관 구내식당업,56130,기관 구내식당업
161639,메리츠종합금융(주),1100000000,서울특별시,1114000000,중구,1114010300,태평로1가,서울특별시 중구 태평로1가 84번지 서울파이낸스센터 5층,126.9777395789,37.5684277165,K,금융 및 보험업,64,금융업,649,기타 금융업,6491,여신금융업,64919,그 외 기타 여신금융업
211271,제넥셀세인(주),3000000000,대전광역시,3020000000,유성구,3020012400,구성동,대전광역시 유성구 구성동 23 한국과학기술원 E18동 2층 ,127.3638987956,36.3688611943,C,제조업,27,"의료, 정밀, 광학기기 및 시계 제조업",271,의료용 기기 제조업,2711,방사선 장치 및 전기식 진단 기기 제조업,27111,방사선 장치 제조업
388272,(주)쓰리디월드,1100000000,서울특별시,1154500000,금천구,1154510100,가산동,서울특별시 금천구 가산동 680번지 우림라이온스밸리2차 7층 ,126.8883255596,37.4668308072,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2622,인쇄회로기판 및 전자부품 실장기판 제조업,26224,전자부품 실장기판 제조업
264796,(주)스톰이앤에프,1100000000,서울특별시,1168000000,강남구,1168010800,논현동,서울특별시 강남구 논현동 267-15 봄빌딩 B동 ,127.0425390785,37.5128959636,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",5911,"영화, 비디오물 및 방송프로그램 제작업",59114,방송 프로그램 제작업
134909,(주)소예,4100000000,경기도,4113500000,성남시 분당구,4113510500,서현동,경기도 성남시 분당구 서현동 254-4 여암빌딩 3층 ,127.1231306036,37.3876679917,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4679,재생용 재료 및 기타 상품 전문 도매업,46799,그 외 기타 상품 전문 도매업
236368,(주)엠엔에프씨,,,,,,,서울특별시 마포구 상암동 디엠씨비6-2 트루텍빌딩4층 ,,,C,제조업,22,고무 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2221,1차 플라스틱제품 제조업,22214,플라스틱 합성피혁 제조업
684547,하이트맥주(주),1100000000,서울특별시,1168000000,강남구,1168010400,청담동,서울특별시 강남구 청담동 132-12,127.0567904982,37.5217247599,C,제조업,11,음료 제조업,112,비알코올음료 및 얼음 제조업,1120,비알코올 음료 및 얼음 제조업,11209,기타 비알코올 음료 제조업
251385,(주)보광티에스,4700000000,경상북도,4785000000,칠곡군,4785025622,석적읍,경상북도 칠곡군 석적면 중리 408-1 ,128.407481687,36.0849546027,C,제조업,25,금속가공제품 제조업; 기계 및 가구 제외,259,기타 금속 가공제품 제조업,2592,"금속 열처리, 도금 및 기타 금속가공업",25929,그 외 기타 금속가공업
262682,(주)아인스엠앤엠,1100000000,서울특별시,1168000000,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-13 팍스타워 5층 ,127.0365731077,37.5100468234,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",5911,"영화, 비디오물 및 방송프로그램 제작업",59111,일반 영화 및 비디오물 제작업
234555,씨엔씨엔터프라이즈(주),1100000000,서울특별시,1165000000,서초구,1165010200,양재동,서울특별시 서초구 양재동 2-44 서원빌딩 3층,127.0413432743,37.4847669733,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,기타 특수 목적용 기계 제조업,29294,주형 및 금형 제조업
507257,(주)아이알디,4400000000,충청남도,4413300000,천안시 서북구,4413310200,성정동,충청남도 천안시 성정동 1268번지 ,127.1355657795,36.8264471698,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2927,반도체 및 디스플레이 제조용 기계 제조업,29271,반도체 제조용 기계 제조업
417963,(주)바이나믹,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 830-9 영광빌딩 3층 ,127.0314962664,37.4949212113,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",5911,"영화, 비디오물 및 방송프로그램 제작업",59114,방송 프로그램 제작업
543523,(주)코크렙제7호위탁관리부동산투자회사,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-1,127.0348983085,37.499720007,L,부동산업,68,부동산업,681,부동산 임대 및 공급업,6811,부동산 임대업,68112,비주거용 건물 임대업
300566,엔빅스(주),1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 여의도동 14-3 엔빅스빌딩 ,126.9199633004,37.530305952,J,정보통신업,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6202,"컴퓨터시스템 통합 자문, 구축 및 관리업",62021,컴퓨터시스템 통합 자문 및 구축 서비스업
299376,(주)선팩테크,5100000000,강원특별자치도,5173000000,횡성군,5173036032,공근면,강원도 횡성군 공근면 초원리 660-1 ,127.9122974144,37.5302751801,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2629,기타 전자부품 제조업,26295,전자감지장치 제조업
112068,마이크로닉스(주),4300000000,충청북도,4375000000,진천군,4375035029,이월면,충청북도 진천군 이월면 미잠리 122-23,127.4713962247,36.9278893512,C,제조업,13,섬유제품 제조업; 의복제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,13109,기타 방적업
257194,(주)블루스톤디앤아이,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 607-13 삼정빌딩((주)아윌패스 빌딩) 5층 ,127.034394178,37.5054365854,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
477372,(주)신지소프트,1100000000,서울특별시,1117000000,용산구,1117013100,한남동,서울특별시 용산구 한남동 123번지 고뫄스빌딩 5층 ,127.0090830129,37.5307473642,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
465410,(주)맥쿼리센트럴오피스기업구조조정부동산투자회사,,,,,,,서울특별시 중구 소공동 소공동한화빌딩 6층,,,L,부동산업,68,부동산업,681,부동산 임대 및 공급업,6811,부동산 임대업,68112,비주거용 건물 임대업
331760,테스텍(주),,,,,,,경기도 화성시 동탄면 오산리 830번지 ,,,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2927,반도체 및 디스플레이 제조용 기계 제조업,29271,반도체 제조용 기계 제조업
200761,(주)중앙디자인,1100000000,서울특별시,1114000000,중구,1114011200,남창동,서울특별시 중구 남창동 51-1 ,126.9762395759,37.5594219658,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",732,전문 디자인업,7320,전문 디자인업,73201,인테리어 디자인업
268297,(주)에코페트로시스템,1100000000,서울특별시,1120000000,성동구,1120011500,성수동2가,서울특별시 성동구 성수2가 315-58 한서빌딩 7층 ,127.0551401045,37.54393837,G,도매 및 소매업,46,도매 및 상품 중개업,468,상품 종합 도매업,4680,상품 종합 도매업,46800,상품 종합 도매업
161301,한림창업투자(주),1100000000,서울특별시,1165000000,서초구,1165010700,반포동,서울특별시 서초구 반포동 49-5 주호빌딩 7층 ,127.0101722064,37.5001555849,K,금융 및 보험업,64,금융업,642,신탁업 및 집합투자업,6420,신탁업 및 집합투자업,64209,기타 금융 투자업
237260,(주)헤쎄나,4100000000,경기도,4127300000,안산시 단원구,4127310500,원시동,경기도 안산시 원시동 776-3 ,126.7998638099,37.3121045612,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
297970,미래에셋굿라이프혼합형자녀를위한투자회사10-1,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 여의도동 45-1 미래에셋빌딩 ,126.928006227,37.5198053542,K,금융 및 보험업,64,금융업,642,신탁업 및 집합투자업,6420,신탁업 및 집합투자업,64201,신탁업 및 집합투자업
107358,(주)일공공일안경콘택트,1100000000,서울특별시,1156000000,영등포구,1156012100,문래동3가,서울특별시 영등포구 문래동3가 54-66 에이스하이테크시티 4동 504호 ,126.8967777409,37.5161435802,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업",46493,"안경, 사진장비 및 광학용품 도매업"
267474,(주)지앤알,2900000000,광주광역시,2917000000,북구,2917013900,월출동,광주광역시 북구 월출동 970-106 ,126.8647452921,35.2364839105,C,제조업,27,"의료, 정밀, 광학기기 및 시계 제조업",271,의료용 기기 제조업,2711,방사선 장치 및 전기식 진단 기기 제조업,27112,전기식 진단 및 요법 기기 제조업
134051,(주)셀런,2900000000,광주광역시,2917000000,북구,2917014100,오룡동,광주광역시 북구 오룡동 1110-22,126.8494906255,35.2225871235,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자부품 제조업,2622,인쇄회로기판 및 전자부품 실장기판 제조업,26224,전자부품 실장기판 제조업
596066,한국 베트남15-1유전 해외자원개발투자회사,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동,서울특별시 영등포구 여의도동 15-24,126.9195996153,37.5275235026,K,금융 및 보험업,64,금융업,642,신탁업 및 집합투자업,6420,신탁업 및 집합투자업,64201,신탁업 및 집합투자업
347363,(주)에이치원바이오,,,,,,,"서울특별시 강남구 삼성동 77-11,12 ",,,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
150226,(주)씨앤중공업,4600000000,전라남도,4611000000,목포시,4611010300,연산동,전라남도 목포시 연산동 1282,126.3802997702,34.8245988105,C,제조업,30,자동차 및 트레일러 제조업,302,자동차 차체 및 트레일러 제조업,3020,자동차 차체 및 트레일러 제조업,30203,트레일러 및 세미트레일러 제조업
152914,FnC코오롱(주),,,,,,,서울특별시 중구 무교동 코오롱빌딩 14층,,,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,14199,그 외 기타 봉제의복 제조업
158839,(주)제너비오믹스,1100000000,서울특별시,1165000000,서초구,1165010800,서초동,서울특별시 서초구 서초동 1666-11 예원빌딩 ,127.0173290397,37.4930524769,C,제조업,27,"의료, 정밀, 광학기기 및 시계 제조업",272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2721,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27214,속도계 및 적산계기 제조업
159281,(주)케드콤,1100000000,서울특별시,1144000000,마포구,1144010400,도화동,서울특별시 마포구 도화동 22,126.9507417937,37.542655334,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
210537,(주)지엔텍홀딩스,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 737 강남파이낸스센터 28층 ,127.0366287303,37.4998101243,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,741,사업시설 유지.관리 서비스업,7410,사업시설 유지.관리 서비스업,74100,사업시설 유지.관리 서비스업
240370,동부씨엔아이(주),1100000000,서울특별시,1168000000,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 154-17 ,127.0576759011,37.5093706701,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
247887,(주)아이피에스,4100000000,경기도,4122000000,평택시,4122012100,지제동,경기도 평택시 지제동 33번지 ,127.0763377497,37.0229334893,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2927,반도체 및 디스플레이 제조용 기계 제조업,29271,반도체 제조용 기계 제조업
268358,(주)에스브이에이치,1100000000,서울특별시,1165000000,서초구,1165010800,서초동,서울특별시 서초구 서초동 1585-13 성현빌딩 ,127.0120888126,37.4844680564,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
316488,(주)제이콤,4100000000,경기도,4143000000,의왕시,4143010500,오전동,경기도 의왕시 오전동 124-4 ,126.9620883181,37.3587932797,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
264130,(주)옥션,1100000000,서울특별시,1165000000,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-22 교보타워,127.0230956273,37.5037127381,G,도매 및 소매업,46,도매 및 상품 중개업,461,상품 중개업,4610,상품 중개업,,
540304,(주)네이쳐글로벌,,,,,,,경기도 성남시 분당구 정자동 25-1 인텔리지1 킨스타워 4층 ,,,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",261,반도체 제조업,2611,전자집적회로 제조업,26111,메모리용 전자집적회로 제조업
617299,GB 블루오션베트남주식혼합형 투자회사 1호,,,,,,,서울특별시 영등포구 여의도동 익스콘벤처빌딩 4층,,,K,금융 및 보험업,64,금융업,642,신탁업 및 집합투자업,6420,신탁업 및 집합투자업,64201,신탁업 및 집합투자업
262275,엠씨티티코어(주),1100000000,서울특별시,1168000000,강남구,1168010800,논현동,서울특별시 강남구 논현동 201-6 노벨테크빌딩 12층 ,127.0261159614,37.5053737432,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2641,유선 통신장비 제조업,26410,유선 통신장비 제조업
200798,(주)에이스 앤 파트너스,2800000000,인천광역시,2820000000,남동구,2820011000,논현동,인천광역시 남동구 논현동 451-3 남동공단 24블럭 5롯트,126.6939469548,37.4112175388,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
335924,(주)지앤디윈텍,4400000000,충청남도,4420000000,아산시,4420025330,배방읍,충청남도 아산시 배방면 휴대리 37-1 ,127.1172148834,36.7683533799,C,제조업,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송 장비 제조업,2642,방송 및 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
