fac_cd,fac_nm,all_addr_nm,lat,lon
502932,연세대학교(미래) 대학원,강원특별자치도 원주시 흥업면 연세대길 1 연세대학교 미래캠퍼스,37.27788564999084,127.90348632398104
502933,홍익대학교 문화예술경영대학원,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교) ",37.54921747197514,126.92499020902594
502934,김천대학교 글로컬휴먼대학원,"경상북도 김천시 대학로 214 (삼락동, 김천대학교) ",36.139287931998425,128.07877169800628
502935,건양대학교 바이오융합대학원,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원) ",36.30682219303601,127.34264048696637
502936,국민대학교 소프트웨어융합대학원,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) ",37.61194585802313,126.998038139016
502937,백석대학교 문화예술대학원,"서울특별시 서초구 방배로9길 15 (방배동, 목양동백석대학교) ",37.480468397979706,126.99720610502683
502938,대구대학교 디자인・산업행정대학원,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) ",35.90021498601729,128.8547715650055
502939,대구가톨릭대학교 의료보건산업대학원,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교) ",35.91511521699591,128.80700417196311
502940,안양대학교 경영행정대학원,"인천광역시 강화군 불은면 중앙로 602-14 (삼성리, 안양대학교강화캠퍼스) ",37.71100389597782,126.44471138598237
502941,고려대학교 에너지환경대학원(그린스쿨),서울특별시 성북구 안암로 145 (안암동5가) 녹지캠퍼스 KU R&D센터 520호,37.591427445989204,127.02887471997357
502942,국립부경대학교 글로벌정책대학원,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스) C25",35.13161703099136,129.1046122719815
502943,남서울대학교 국제대학원,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교) ",36.90941780800411,127.1433652049657
502944,고려대학교 미디어대학원,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) 미디어관 201호",37.591427445989204,127.02887471997357
502945,성균관대학교 미디어문화융합대학원,서울특별시 종로구 성균관로 25-2 (명륜3가) ,37.587986948997,126.99462223100844
502946,명지대학교 통합치료대학원,서울특별시 서대문구 거북골로 34 (남가좌동) ,37.580101784982546,126.92422173102275
502947,전주대학교 보건복지대학원,전라북도 전주시 완산구 천잠로 303 (효자동2가) ,35.81709249699895,127.08501643303266
502948,인하대학교 제조혁신전문대학원,인천광역시 연수구 갯벌로 36(송도동) 인하대학교 항공우주융합캠퍼스 207호,37.38409560499025,126.65718070902233
502949,인하대학교 상담심리대학원,인천광역시 미추홀구 인하로 100 (용현동) 서호관 301호,37.45148335803379,126.65134750402495
502950,순천향대학교 미래융합대학원,충청남도 아산시 신창면 순천향로 22 순천향대학교,36.76835119601523,126.92893731897827
502951,배재대학교 관광축제한류대학원,대전광역시 서구 배재로 155-40 (도마동) ,36.3191542920061,127.36702521897203
502952,이화여자대학교 임상바이오헬스대학원,서울특별시 서대문구 이화여대길 52 (대현동) ,37.560652189966895,126.94785672999056
502953,홍익대학교 영상・커뮤니케이션대학원,서울특별시 마포구 와우산로 94 (상수동) 대학원교학팀,37.54921747197514,126.92499020902594
502954,중앙대학교 보안대학원,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교 보안대학원,37.504569610014606,126.95595300301139
502955,호서대학교 산학융합대학원,충청남도 당진시 석문면 산단7로 201 호서대학교,37.003128457983266,126.58405128800193
502956,평택대학교 글로벌비즈니스대학원,경기도 평택시 서동대로 3825 (용이동) ,36.99563529799802,127.13406439301785
502957,우석대학교 경영문화대학원,전라북도 완주군 삼례읍 삼례로 443 ,35.914839133006375,127.06750449998204
502958,서경대학교 실용음악대학원,서울특별시 성북구 서경로 124 (정릉동) ,37.615328823984925,127.01141295603495
502959,부산장신대학교 강해설교대학원,경상남도 김해시 김해대로 1894-68 (구산동) ,35.256866053027736,128.86118438099047
502960,서울대학교 데이터사이언스대학원,서울특별시 관악구 관악로 1 (신림동) ,37.463570130011874,126.9496715299736
502961,국립공주대학교 국가사회안전대학원,충청남도 공주시 공주대학로 56 (신관동) ,36.47150817803291,127.14382769001332
502962,동덕여자대학교 미래전략융합대학원,서울특별시 성북구 화랑로13길 60 (하월곡동) ,37.60752069101637,127.04290450396621
502963,창신대학교 대학원,경상남도 창원시 마산회원구 팔용로 262 (합성동) 대학원 교학과,35.244911082975364,128.60033408897897
502964,창신대학교 복지문화대학원,경상남도 창원시 마산회원구 팔용로 262 (합성동) 대학원 교학과,35.244911082975364,128.60033408897897
502965,창신대학교 부동산경영대학원,경상남도 창원시 마산회원구 팔용로 262 (합성동) 대학원 교학과,35.244911082975364,128.60033408897897
502966,조선대학교 산업기술창업대학원,광주광역시 동구 조선대1길 10(서석동) ,35.1418149379718,126.92553196096503
502967,인하대학교 보건대학원,인천광역시 미추홀구 인하로 100 (용현동) 보건대학원,37.45016946601503,126.65521452602562
502968,서울기독대학교 운동재활복지대학원,서울특별시 은평구 갈현로4길 26-2 (신사동) ,37.601127511971264,126.91212250499859
502969,한양대학교 임상간호대학원,서울특별시 성동구 왕십리로 222 (사근동) 미래교육관 205호 임상간호대학원 행정팀,37.555125257973216,127.04425308199986
502970,건국대학교 수의방역대학원,서울특별시 광진구 능동로 120 (화양동) 건국대학교,37.54341658201925,127.07818913096196
502971,경상국립대학교 건축도시토목대학원,경상남도 진주시 진주대로 501 (가좌동) 경상대학교 ,35.15204392102882,128.09919475998583
502972,전북대학교 수의방역대학원,전라북도 익산시 고봉로 79 (마동) ,35.942914254993006,126.95985270697975
502973,성공회대학교 시민평화대학원,서울특별시 구로구 연동로 320 (항동) ,37.48834487097239,126.8250309000073
502974,선문대학교 미래융합대학원,충청남도 아산시 탕정면 선문로221번길 70 ,36.797451618988205,127.07596294803358
502975,경상국립대학교 스마트미래농업대학원,경상남도 진주시 진주대로 501 (가좌동) 경상대학교 스마트미래농업대학원행정실,35.15204392102882,128.09919475998583
502976,대전대학교 경영행정・사회복지・상담대학원,대전광역시 서구 대덕대로176번길 59(둔산동) 대전대학교,36.346872523006354,127.37923718796607
502977,중부대학교 휴먼텍대학원,충청남도 금산군 추부면 대학로 201 송백관 414호,36.192487484970634,127.44925228895566
502978,가톨릭관동대학교 경영행정・창업대학원,강원특별자치도 강릉시 범일로579번길 24 (내곡동) ,37.736598615009505,128.8765369769988
502979,경희대학교 미디어커뮤니케이션대학원,서울특별시 동대문구 경희대로 26 (회기동) ,37.59437125203551,127.0499435379612
502980,수원대학교 글로벌창업대학원,경기도 화성시 봉담읍 와우안길 17 수원대학교,37.20807333801334,126.98017820095997
502981,중앙대학교 커뮤니케이션대학원,서울특별시 동작구 흑석로 84 (흑석동) ,37.504569610014606,126.95595300301139
502982,중앙대학교 창업경영대학원,경기도 안성시 대덕면 서동대로 4726 ,37.00484152997843,127.22488484896813
502983,숭실대학교 안전융합대학원,서울특별시 동작구 상도로 369 (상도동) ,37.496617801974345,126.95408906203825
502984,단국대학교 정보융합기술・창업대학원,경기도 용인시 수지구 죽전로 152 (죽전동) ,37.319964664000636,127.12556203199144
502985,영남신학대학교 미래목회대학원,경상북도 경산시 진량읍 봉회1길 26 ,35.88124595103026,128.81612786596102
502986,영남신학대학교 통일선교대학원,경상북도 경산시 진량읍 봉회1길 26 ,35.88124595103026,128.81612786596102
502987,서울신학대학교 교회성장대학원,경기도 부천시 호현로489번길 52 (소사본동) ,37.47869118299687,126.79055918303614
502988,김천대학교 대학원,경상북도 김천시 대학로 214 (삼락동) ,36.13887678602466,128.08103587095755
502989,김천대학교 사회문화대학원,경상북도 김천시 대학로 214 (삼락동) 김천대학교 사회문화대학원,36.139287931998425,128.07877169800628
502990,국립공주대학교 경영대학원,충청남도 공주시 공주대학로 56 (신관동) 공주대학교,36.47150817803291,127.14382769001332
502991,국립공주대학교 정책융합전문대학원,충청남도 공주시 공주대학로 56 (신관동) 공주대학교,36.47150817803291,127.14382769001332
502992,한국폴리텍 특성화대학 로봇캠퍼스,경상북도 영천시 로봇캠퍼스로 1 (화룡동) ,35.97282793197113,128.92186187099577
502993,한국폴리텍 II 대학 화성캠퍼스,경기도 화성시 팔탄면 제암고주로 108 ,37.13150777799612,126.88966291995932
502994,충남대학교 스마트농업대학원,대전광역시 유성구 대학로 99 (궁동) ,36.3652252050107,127.3466201840243
502995,충북대학교 수의방역대학원,충청북도 청주시 서원구 충대로 1 (개신동) ,36.6315602289672,127.45920634499835
502996,충북대학교 북방농업대학원,충청북도 청주시 서원구 충대로 1 (개신동) ,36.6315602289672,127.45920634499835
