BSI업종코드,SRR업종코드,계층구분코드,국내업체업종세그먼트코드,국외업체업종세그먼트코드,등록경로구분코드,등록부서코드,등록사용자ID,등록일시,수정경로구분코드,수정부서코드,수정사용자ID,수정일시,업종영문명,업종코드,업종코드버전,업종한글명,원본업종코드
,90_92,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Operation of library, archives and reading room",9021,10,"도서관, 기록보존소 및 독서실 운영업",R9021
,90_92,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Library and archives activities,90211,10,도서관 및 기록보존소 운영업,R90211
,90_92,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Reading room operation,90212,10,독서실 운영업,R90212
,90_92,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Museums activities and operation of historical sites and buildings,9022,10,박물관 및 사적지 관리 운영업,R9022
,90_92,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Operation of historical sites and buildings,90222,10,사적지 관리 운영업,R90222
,90_92,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Botanical and zoological gardens and nature reserves activities,9023,10,"식물원, 동물원 및 자연공원 운영업",R9023
,90_92,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Operation of botanical and zoological gardens,90231,10,식물원 및 동물원 운영업,R90231
,90_92,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Operation of nature reserves,90232,10,자연공원 운영업,R90232
,90_92,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other recreation activities n.e.c.,9029,10,기타 유사 여가관련 서비스업,R9029
,90_92,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other recreation activities n.e.c.,90290,10,기타 유사 여가관련 서비스업,R90290
,93,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Sports activities and amusement activities,91,10,스포츠 및 오락관련 서비스업,R91
,93,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Sports services,911,10,스포츠 서비스업,R911
,93,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Arena and stadium operation,9111,10,경기장 운영업,R9111
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Indoor arena and stadium operation,91111,10,실내 경기장 운영업,R91111
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Outdoor arena and stadium operation,91112,10,실외 경기장 운영업,R91112
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Racetrack operation,91113,10,경주장 및 동물 경기장 운영업,R91113
,93,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Golf course and skiing facility operation,9112,10,골프장 및 스키장 운영업,R9112
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Golf course operation,91121,10,골프장 운영업,R91121
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Skiing facility operation,91122,10,스키장 운영업,R91122
,93,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other sports facility operation,9113,10,기타 스포츠시설 운영업,R9113
,90_92,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Museum activities,90221,10,박물관 운영업,R90221
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other complex sports facility operation,91131,10,종합 스포츠시설 운영업,R91131
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Swimming pool operation,91133,10,수영장 운영업,R91133
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Bowling alley operation,91134,10,볼링장 운영업,R91134
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Billiard room operation,91135,10,당구장 운영업,R91135
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Golf practice range operation,91136,10,골프연습장 운영업,R91136
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other sports facility operation n.e.c.,91139,10,그 외 기타 스포츠시설 운영업,R91139
,93,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other sports services,9119,10,기타 스포츠 서비스업,R9119
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Sports club operation,91191,10,스포츠 클럽 운영업,R91191
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other sports services n.e.c.,91199,10,그 외 기타 스포츠 서비스업,R91199
,93,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Amusement parks and other recreation activities,912,10,유원지 및 기타 오락관련 서비스업,R912
,93,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Amusement and theme park operation,9121,10,유원지 및 테마파크 운영업,R9121
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Amusement and theme park operation,91210,10,유원지 및 테마파크 운영업,R91210
,93,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Entertainment facility operation,9122,10,오락장 운영업,R9122
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Computer game room operation,91222,10,컴퓨터 게임방 운영업,R91222
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Singing room operation,91223,10,노래연습장 운영업,R91223
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other entertainment facility operation,91229,10,기타 오락장 운영업,R91229
,93,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Water recreation services,9123,10,수상오락 서비스업,R9123
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Operation of indoor and outdoor fishing place,91231,10,낚시장 운영업,R91231
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other water recreation services,91239,10,기타 수상오락 서비스업,R91239
,90_92,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Gambling and betting activities,9124,10,사행시설 관리 및 운영업,R9124
,90_92,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Publication and sale of lottery,91241,10,복권발행 및 판매업,R91241
,90_92,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other gambling and betting activities,91249,10,기타 사행시설 관리 및 운영업,R91249
,93,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other amusement and recreation activities,9129,10,그 외 기타 오락관련 서비스업,R9129
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Ballroom operation,91291,10,무도장 운영업,R91291
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Operation of recreational and sports park including similar activities,91292,10,체육공원 및 유사 공원 운영업,R91292
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Badug room operation,91293,10,기원 운영업,R91293
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other amusement and recreation activities n.e.c.,91299,10,그 외 기타 분류 안된 오락관련 서비스업,R91299
,OSTU,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Membership organizations,94,10,협회 및 단체,S94
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Business, employers and professional membership organizations",941,10,산업 및 전문가 단체,S941
,93,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Amusement arcade operation,91221,10,전자 게임장 운영업,R91221
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Business and employers membership organizations,9411,10,산업 단체,S9411
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Business and employers membership organizations,94110,10,산업 단체,S94110
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Professional membership organizations,9412,10,전문가 단체,S9412
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Professional membership organizations,94120,10,전문가 단체,S94120
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Trade unions,942,10,노동조합,S942
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Trade unions,9420,10,노동조합,S9420
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Trade unions,94200,10,노동조합,S94200
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other membership organizations,949,10,기타 협회 및 단체,S949
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Buddhism organizations,94911,10,불교 단체,S94911
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Christianity organizations,94912,10,기독교 단체,S94912
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Catholicism organizations,94913,10,천주교 단체,S94913
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Korean religious organizations,94914,10,민족종교 단체,S94914
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other religious organizations,94919,10,기타 종교 단체,S94919
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Political organizations,9492,10,정치 단체,S9492
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Political organizations,94920,10,정치 단체,S94920
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Social advocacy organizations,9493,10,시민운동 단체,S9493
,,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,,0,10,구분없음,0
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Repair services of other personal and household goods n.e.c.,95399,10,그 외 기타 개인 및 가정용품 수리업,S95399
,OSTU,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other personal services activities,96,10,기타 개인 서비스업,S96
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Personal care services,961,10,"미용, 욕탕 및 유사 서비스업",S961
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Hairs, nails and skin cares",9611,10,이용 및 미용업,S9611
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Barber shops,96111,10,이용업,S96111
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Hair beauty shops,96112,10,두발 미용업,S96112
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Skin beauty shops,96113,10,피부 미용업,S96113
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other beauty shops,96119,10,기타 미용업,S96119
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Saunas, massages and other physical well-being services",9612,10,"욕탕, 마사지 및 기타 신체관리 서비스업",S9612
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Turkish baths, sauna and steam baths, solariums",96121,10,욕탕업,S96121
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Massage salons,96122,10,마사지업,S96122
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other physical well-being services,96129,10,체형 등 기타 신체관리 서비스업,S96129
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other personnal service activities n.e.c.,969,10,그 외 기타 개인 서비스업,S969
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Washing and dry cleaning services,9691,10,세탁업,S9691
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Industrial laundry services,96911,10,산업용 세탁업,S96911
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Household laundry services,96912,10,가정용 세탁업,S96912
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Laundry supplies,96913,10,세탁물 공급업,S96913
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Funeral homes and related services,9692,10,장례식장 및 관련 서비스업,S9692
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Funeral homes and funeral related services,96921,10,장례식장 및 장의관련 서비스업,S96921
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Cremation, graveyard subdivision and management",96922,10,"화장터 운영, 묘지 분양 및 관리업",S96922
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,All other personnal service activities n.e.c.,9699,10,그 외 기타 분류 안된 개인 서비스업,S9699
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Wedding chapel services,96991,10,예식장업,S96991
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Fortune-telling and the similar services,96992,10,점술 및 유사 서비스업,S96992
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Private nursing and similar services,96993,10,개인 간병 및 유사 서비스업,S96993
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Marriage consulting and planning service,96994,10,결혼 상담 및 준비 서비스업,S96994
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Pet funeral and care services,96995,10,애완동물 장묘 및 보호 서비스업,S96995
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,All other personal service activities n.e.c.,96999,10,그 외 기타 달리 분류되지 않은 개인 서비스업,S96999
,OSTU,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of households as employers of domestic personnel,97,10,가구 내 고용활동,T97
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of households as employers of domestic personnel,970,10,가구 내 고용활동,T970
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of households as employers of domestic personnel,9700,10,가구 내 고용활동,T9700
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of households as employers of domestic personnel,97000,10,가구 내 고용활동,T97000
,OSTU,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Undiferentiated goods-and services-producing activities of private households for own use,98,10,달리 분류되지 않은 자가소비를 위한 가구의 재화 및 서비스 생산활동,T98
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Undiferentiated goods-producing activities of private households for own use,981,10,자가 소비를 위한 가사 생산 활동,T981
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Undiferentiated goods-producing activities of private households for own use,9810,10,자가 소비를 위한 가사 생산 활동,T9810
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Undiferentiated goods-producing activities of private households for own use,98100,10,자가 소비를 위한 가사 생산 활동,T98100
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Undiferentiated service-producing activities of private households for own use,982,10,자가 소비를 위한 가사 서비스 활동,T982
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Undiferentiated service-producing activities of private households for own use,9820,10,자가 소비를 위한 가사 서비스 활동,T9820
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Undiferentiated service-producing activities of private households for own use,98200,10,자가 소비를 위한 가사 서비스 활동,T98200
,OSTU,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of extraterritorial organizations and bodies,99,10,국제 및 외국기관,U99
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of extraterritorial organizations and bodies,990,10,국제 및 외국기관,U990
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of extraterritorial organizations and bodies,9900,10,국제 및 외국기관,U9900
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Foreign officail residence,99001,10,주한 외국공관,U99001
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other extraterritorial organizations and bodies n.e.c.,99009,10,기타 국제 및 외국기관,U99009
,16,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of veneer sheets, plywood and similar laminated wood boards",16211,10,"박판, 합판 및 유사 적층판 제조업",C16211
,17,3,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of paper and paperboard,1712,10,종이 및 판지 제조업,C1712
,17,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of lamination, composition and specific surface processing paper",17124,10,"적층, 합성 및 특수표면처리 종이 제조업",C17124
,192,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Reprocessing of other fractionation in petroleum refinery,19229,10,기타 석유정제물 재처리업,C19229
,2011,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of basic organic petrochemicals,20111,10,석유화학계 기초 화학물질 제조업,C20111
,2013,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of synthetic resin and other plastic materials,20202,10,합성수지 및 기타 플라스틱 물질 제조업,C20202
,2023,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of wax, polish and preparations for perfuming or deodorizing room",20424,10,표면광택제 및 실내가향제 제조업,C20424
,203,3,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of man-made fibers,2050,10,화학섬유 제조업,C2050
,21,1,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",21,10,의료용 물질 및 의약품 제조업,C21
,221,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of other rubber products,2219,10,기타 고무제품 제조업,C2219
,222,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of plastics products,222,10,플라스틱제품 제조업,C222
,23,1,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of other non-metallic mineral products,23,10,비금속 광물제품 제조업,C23
,231,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of other glass products n.e.c.,23199,10,그 외 기타 유리제품 제조업,C23199
,239A,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of household or ornamental pottery and ceramic ware,23221,10,가정용 및 장식용 도자기 제조업,C23221
,239B,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of concrete pipes and other structral concrete products,23325,10,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,C23325
,24A,3,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of basic iron, steel and ferro-alloys",2411,10,"제철, 제강 및 합금철 제조업",C2411
,251,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of metal frameworks or skeletons for land structure and parts thereof ,25113,10,육상 금속 골조 구조재 제조업,C25113
,259,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Engraving, cutting and similar processing of metals",25924,10,절삭가공 및 유사처리업,C25924
,259,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of general hardware,25932,10,일반철물 제조업,C25932
,259,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of coated rods and cored wire, of base metal for soldering or welding",25995,10,피복 및 충전 용접봉 제조업,C25995
,261,3,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of electronic integrated circuits,2611,10,전자집적회로 제조업,C2611
,261,3,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of flat display components,2621,10,표시장치 제조업,C2621
,261,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of electronic tubes, interface cards and other electronic components n.e.c.",26299,10,그 외 기타 전자부품 제조업,C26299
,266,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of electro-diagnostic and electro-therapeutic apparatuses,27112,10,전기식 진단 및 요법 기기 제조업,C27112
,2651,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of instruments for measuring and testing electricity and electrical signals,27212,10,"전자기 측정, 시험 및 분석기구 제조업",C27212
,279,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of other electrical equipment n.e.c.,28909,10,그 외 기타 전기장비 제조업,C28909
,281B,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of air conditioning and control machines,29172,10,공기 조화장치 제조업,C29172
,281B,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of equipment for projecting, dispersing or spraying liquids or powders",29193,10,분사기 및 소화기 제조업,C29193
,282,2,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of special-purpose machinery,292,10,특수 목적용 기계 제조업,C292
,2822,3,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of metal forming machinery and machine tools,2922,10,가공 공작기계 제조업,C2922
,282O,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of other special purpose machinery, n.e.c.",29299,10,그 외 기타 특수목적용 기계 제조업,C29299
,293,2,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of parts and accessories for motor vehicles(new products),303,10,자동차 신품 부품 제조업,C303
,301,4,2,2,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Building of non-ferrous metal ships and other ships,31113,10,기타 선박 건조업,C31113
,31,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of furniture,320,10,가구 제조업,C320
,32,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of musical instruments,3320,10,악기 제조업,C3320
,32,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of sports and athletic goods,3330,10,운동 및 경기용구 제조업,C3330
,32,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of exhibiting models,33932,10,전시용 모형 제조업,C33932
,32,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other manufacturing n.e.c.,33999,10,그 외 기타 달리 분류되지 않은 제품 제조업,C33999
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Religious organizations,9491,10,종교 단체,S9491
,77,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of other industries machinery and equipment,7639,10,기타 산업용 기계 및 장비 임대업,N7639
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of other industries machinery and equipment,76390,10,기타 산업용 기계 및 장비 임대업,N76390
,77,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Leasing of intangible property,764,10,무형재산권 임대업,N764
,77,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Leasing of intangible property,7640,10,무형재산권 임대업,N7640
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Leasing of intangible property,76400,10,무형재산권 임대업,N76400
,I,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Taphouses,56213,10,생맥주 전문점,I56213
,I,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Coffee shops,56221,10,커피 전문점,I56221
,I,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other non-alcoholic beverages places,56229,10,기타 비알코올 음료점업,I56229
,58,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other book publishing,58113,10,일반 서적 출판업,J58113
,18,4,1,1,#,12055,92276,2017-11-14 18:52,#,12055,92276,2017-11-14 18:52,Offset printing,18113,10,오프셋 인쇄업,C18113
,32,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of electronic instruments,33202,10,전자 악기 제조업,C33202
,46,4,4,3,#,12055,92276,2017-11-14 18:52,#,12055,92276,2017-11-14 18:52,"Wholesale of fresh, frozen and other fishery products",46315,10,"신선, 냉동 및 기타 수산물 도매업",G46315
,46,4,4,3,#,12055,92276,2017-11-14 18:52,#,12055,92276,2017-11-14 18:52,Wholesale of coffee and tea,46325,10,커피 및 차류 도매업,G46325
,52,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Activities of cargo packing, checking and weighing services",52993,10,"화물 포장, 검수 및 계량 서비스업",H52993
,I,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,General accommodation and accommodation with cooking facilities,5510,10,일반 및 생활 숙박시설 운영업,I5510
