BSI업종코드,SRR업종코드,계층구분코드,국내업체업종세그먼트코드,국외업체업종세그먼트코드,등록경로구분코드,등록부서코드,등록사용자ID,등록일시,수정경로구분코드,수정부서코드,수정사용자ID,수정일시,업종영문명,업종코드,업종코드버전,업종한글명,원본업종코드
,F,4,3,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Construction of installing other building equipment,42209,10,기타 건물 관련설비 설치 공사업,F42209
,F,4,3,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Repair and maintenance works for construction works and supplementary facilities,42500,10,시설물 유지관리 공사업,F42500
,46,4,4,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Wholesale of animal feeds ,46203,10,사료 도매업,G46203
,46,4,4,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Wholesale of household wrapping, hygienic goods, bags and similar goods",46451,10,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",G46451
,53,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Courier activities,49401,10,택배업,H49401
,50,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other inland water transport,50209,10,기타 내륙 수상 운송업,H50209
,51,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Freight air transport,51200,10,항공 화물 운송업,H51200
,I,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Dried seaweed rolls and other light food restaurants ,56194,10,김밥 및 기타 간이 음식점업,I56194
,59_60,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Broadcasting activities,60,10,방송업,J60
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Terrestrial broadcasting,60210,10,지상파 방송업,J60210
,64,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other financial investment businesses,64209,10,기타 금융 투자업,K64209
,L,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of residential buildings,68111,10,주거용 건물 임대업,L68111
,L,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Real estate activities on a fee or contract basis,682,10,부동산 관련 서비스업,L682
,L,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Management of nonresidential real estate,68212,10,비주거용 부동산 관리업,L68212
,72,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on medical sciences and pharmacy,70113,10,의학 및 약학 연구개발업,M70113
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Fine arts education,85622,10,미술학원,P85622
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other cultural education,85629,10,기타 예술학원,P85629
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Foreign language institutes,85631,10,외국어학원,P85631
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other educational institutes,85632,10,기타 교습학원,P85632
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Employee training institutes,85650,10,직원훈련기관,P85650
,P,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Technical and trade schools,8566,10,기술 및 직업훈련학원,P8566
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Driving schools,85661,10,운전학원,P85661
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other technical and trade schools,85669,10,기타 기술 및 직업훈련학원,P85669
,Q,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Intermediate care hospital,86105,10,요양 병원,Q86105
,Q,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Welfare service center,87292,10,종합복지관 운영업,Q87292
,Q,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Domiciliary care activities,87293,10,방문 복지서비스 제공업,Q87293
,Q,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Welfare counseling service activities,87294,10,사회복지 상담서비스 제공업,Q87294
,L,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Real estate appraisal,68223,10,부동산 감정평가업,L68223
,72,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Interdisciplinary convergence research and experimental development on natural sciences and engineering,7013,10,자연과학 및 공학 융합 연구개발업 ,M7013
,72,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Interdisciplinary convergence research and experimental development on natural sciences and engineering,70130,10,자연과학 및 공학 융합 연구개발업,M70130
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Maintenance and repair services of computers and peripheral equipment,95110,10,컴퓨터 및 주변 기기 수리업,S95110
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Maintenance and repair services of communication equipment,95120,10,통신장비 수리업,S95120
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Repair services of watches, jewellery and musical instruments",95393,10,"시계, 귀금속 및 악기 수리업",S95393
,69_70,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other professional services,716,10,기타 전문 서비스업,M716
,69_70,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other professional services,7160,10,기타 전문 서비스업,M7160
,69_70,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other professional services,71600,10,기타 전문 서비스업,M71600
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Marine fishing,311,10,해수면 어업,A0311
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Raising of horses, sheep and goats",1291,10,말 및 양 사육업,A01291
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Raising of other animals n.e.c.,1299,10,그 외 기타 축산업,A01299
,A,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Growing of crops combined with rasinging of animals : mixed farming,13,10,작물재배 및 축산 복합농업,A013
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Growing of crops combined with rasinging of animals : mixed farming,130,10,작물재배 및 축산 복합농업,A0130
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Growing of crops combined with rasinging of animals : mixed farming,1300,10,작물재배 및 축산 복합농업,A01300
,A,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Services incidental to growing of crops and raising of animals,14,10,작물재배 및 축산 관련 서비스업,A014
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Services incidental to growing of crops,141,10,작물재배 관련 서비스업,A0141
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Support activities for crop production,1411,10,작물재배 지원 서비스업,A01411
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Drying, sorting, grading of agricultural products and other post-harvest crop activities",1412,10,"농산물 건조, 선별 및 기타 수확 후 서비스업",A01412
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Support activities for animal production,142,10,축산 관련 서비스업,A0142
,A,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Hunting, trapping and related service activities",15,10,수렵 및 관련 서비스업,A015
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Hunting, trapping and related service activities",150,10,수렵 및 관련 서비스업,A0150
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Hunting, trapping and related service activities",1500,10,수렵 및 관련 서비스업,A01500
,A,1,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Forestry,2,10,임업,A02
,A,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Forestry,20,10,임업,A020
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Silviculture activities,201,10,영림업,A0201
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Operation of forest tree nurseries,2011,10,임업용 종묘 생산업,A02011
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Logging,202,10,벌목업,A0202
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Logging,2020,10,벌목업,A02020
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Gathering of non-wood forest products,203,10,임산물 채취업,A0203
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Gathering of non-wood forest products,2030,10,임산물 채취업,A02030
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Support services to forestry,204,10,임업 관련 서비스업,A0204
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Support services to forestry,2040,10,임업 관련 서비스업,A02040
,A,1,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Fishing and aquaculture,3,10,어업,A03
,A,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Fishing,31,10,어로 어업,A031
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Provision of temporary workers and day laborers,75121,10,임시 및 일용 인력 공급업,N75121
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Provision of regular workers and human resources funtions,75122,10,상용 인력 공급 및 인사관리 서비스업,N75122
,79,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Travel agency activities,75210,10,여행사업,N75210
,77,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Rental and leasing activities; except real estate,76,10,임대업; 부동산 제외,N76
,77,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of transport equipment,761,10,운송장비 임대업,N761
,77,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of motor vehicles,7611,10,자동차 임대업,N7611
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of motor vehicles,76110,10,자동차 임대업,N76110
,77,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of other transport equipment,7619,10,기타 운송장비 임대업,N7619
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of other transport equipment,76190,10,기타 운송장비 임대업,N76190
,77,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of personal and household goods,762,10,개인 및 가정용품 임대업,N762
,77,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of sports and recreational goods,7621,10,스포츠 및 레크리에이션 용품 임대업,N7621
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of sports and recreational goods,76210,10,스포츠 및 레크리에이션 용품 임대업,N76210
,77,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of discs and video tapes ,7622,10,음반 및 비디오물 임대업,N7622
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of discs and video tapes ,76220,10,음반 및 비디오물 임대업,N76220
,77,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of other personal and household goods,7629,10,기타 개인 및 가정용품 임대업,N7629
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of books,76291,10,서적 임대업,N76291
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of wearing apparel,76292,10,의류 임대업,N76292
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of other personal and household goods n.e.c.,76299,10,그 외 기타 개인 및 가정용품 임대업,N76299
,77,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of industrial machinery and equipment,763,10,산업용 기계 및 장비 임대업,N763
,77,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of construction(including civil engineering and construction) machinery and equipment ,7631,10,건설 및 토목공사용 기계.장비 임대업,N7631
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of construction(including civil engineering and construction) machinery and equipment ,76310,10,건설 및 토목공사용 기계.장비 임대업,N76310
,77,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of computers and office equipment,7632,10,컴퓨터 및 사무용 기계.장비 임대업,N7632
,77,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of computers and office equipment,76320,10,컴퓨터 및 사무용 기계.장비 임대업,N76320
,72,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on other social sciences and humanities,70209,10,기타 인문 및 사회과학 연구개발업,M70209
,71,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Cartography activities,72924,10,지도 제작업,M72924
,74_75,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Appraisal, weighing and sampling services of goods",73904,10,"물품 감정, 계량 및 견본 추출업",M73904
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,General cleaning of buildings,74211,10,건축물 일반 청소업,N74211
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Regulation of the activities of cultural and tourism affairs,84212,10,문화 및 관광 행정,O84212
,P,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Technical and vocational secondary education,8522,10,특성화 고등학교,P8522
,10,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Slaughtering of livestock(except poultry),10111,10,육류 도축업(가금류 제외),C10111
,10,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Slaughtering of poultry,10112,10,가금류 도축업,C10112
,10,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,"Cutting in individuals, freezing and packaging of meat(except poultry)",10122,10,육류 포장육 및 냉동육 가공업 (가금류 제외),C10122
,10,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of pickled fruit and other vegetables,10302,10,과실 및 그 외 채소 절임식품 제조업,C10302
,10,3,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of box lunches and prepared meals and dishes,1075,10,도시락 및 식사용 조리식품 제조업,C1075
,10,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of box lunches,10751,10,도시락류 제조업,C10751
,10,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of other prepared meals and dishes,10759,10,기타 식사용 가공처리 조리식품 제조업,C10759
,07_09,3,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Mining of non-ferrous metal ores,620,10,비철금속 광업,B0620
,07_09,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Mining of non-ferrous metal ores,6200,10,비철금속 광업,B06200
,B,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,"Quarrying of limestone, gypsum and clays",7110,10,석회석 및 점토 광업,B07110
,B,3,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Mining support service activities,800,10,광업 지원 서비스업,B0800
,B,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Mining support service activities,8000,10,광업 지원 서비스업,B08000
,14,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of articles of fur,14200,10,모피제품 제조업,C14200
,10,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of formula feeds,10801,10,배합 사료 제조업,C10801
,10,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of single ingredients and other prepared animal feeds ,10802,10,단미 사료 및 기타 사료 제조업,C10802
,12,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of tobacco products,12000,10,담배제품 제조업,C12000
,13,3,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of knitted and crocheted fabrics,1330,10,편조원단 제조업,C1330
,13,4,1,1,#,12055,92276,2017-11-14 18:51,#,12055,92276,2017-11-14 18:51,Manufacture of knitted and crocheted fabrics,13300,10,편조원단 제조업,C13300
,58,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mobile game software publishing,58212,10,모바일 게임 소프트웨어 개발 및 공급업,J58212
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Recreation education,85613,10,레크리에이션 교육기관,P85613
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Teenagers training facilities,85614,10,청소년 수련시설 운영업,P85614
,P,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Music edecation,85621,10,음악학원,P85621
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Deep see fishing,3111,10,원양 어업,A03111
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Littoral fishing,3112,10,연근해 어업,A03112
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Freshwater fishing,312,10,내수면 어업,A0312
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Freshwater fishing,3120,10,내수면 어업,A03120
,A,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Aquaculture and services incidental to fishing and aquaculture,32,10,양식어업 및 어업관련 서비스업,A032
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Aquaculture,321,10,양식 어업,A0321
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Marine aquaculture,3211,10,해수면 양식 어업,A03211
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Inland aquaculture,3212,10,내수면 양식 어업,A03212
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Hatching and seeding of aquatic animals and seaweeds,3213,10,수산물 부화 및 수산종자 생산업,A03213
,A,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Services incidental to fishing and aquaculture,322,10,어업 관련 서비스업,A0322
,A,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Services incidental to fishing and aquaculture,3220,10,어업 관련 서비스업,A03220
,B,1,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Mining of coal, crude petroleum and natural gas",5,10,"석탄, 원유 및 천연가스 광업",B05
,5,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of coal and lignite,51,10,석탄 광업,B051
,5,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of coal and lignite,510,10,석탄 광업,B0510
,5,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of coal and lignite,5100,10,석탄 광업,B05100
,6,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Extraction of crude petroleum and natural gas,52,10,원유 및 천연가스 채굴업,B052
,6,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Extraction of crude petroleum and natural gas,520,10,원유 및 천연가스 채굴업,B0520
,6,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Extraction of crude petroleum and natural gas,5200,10,원유 및 천연가스 채굴업,B05200
,07_09,1,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of metal ores,6,10,금속 광업,B06
,07_09,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of iron ores,61,10,철 광업,B061
,07_09,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of iron ores,610,10,철 광업,B0610
,07_09,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of iron ores,6100,10,철 광업,B06100
,07_09,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of non-ferrous metal ores,62,10,비철금속 광업,B062
,46,4,4,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Wholesale of footwear,46420,10,신발 도매업,G46420
,B,1,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Mining of non-metallic minerals, except fuel",7,10,비금속광물 광업; 연료용 제외,B07
,B,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Quarrying of stone, sand and clay",71,10,토사석 광업,B071
,B,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Quarrying of limestone, gypsum and clays",711,10,석회석 및 점토 광업,B0711
,B,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Quarrying of stone, broken stone, sand and gravel",712,10,"석재, 쇄석 및 모래, 자갈 채취업",B0712
,B,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Quarrying, cruhsing and breaking of stone for construction ",7121,10,건설용 석재 채굴 및 쇄석 생산업,B07121
,B,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Quarrying of sand and gravel,7122,10,모래 및 자갈 채취업,B07122
,B,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of other non-metal ores,72,10,기타 비금속광물 광업,B072
,B,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of chemical and fertilizer minerals,721,10,화학용 및 비료원료용 광물 광업,B0721
,B,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of chemical and fertilizer minerals,7210,10,화학용 및 비료원료용 광물 광업,B07210
,B,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Extraction of salt,722,10,천일염 생산 및 암염 채취업,B0722
,B,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Extraction of salt,7220,10,천일염 생산 및 암염 채취업,B07220
,B,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of other non-metal ores n.e.c.,729,10,그 외 기타 비금속광물 광업,B0729
,B,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining of other non-metal ores n.e.c.,7290,10,그 외 기타 비금속광물 광업,B07290
,B,1,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining support service activities,8,10,광업 지원 서비스업,B08
,B,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mining support service activities,80,10,광업 지원 서비스업,B080
,10,1,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of food products,10,10,식료품 제조업,C10
,10,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Slaughtering of livestock, processing and preserving of meat and meat products",101,10,"도축, 육류 가공 및 저장 처리업",C101
,10,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Slaughtering of livestock,1011,10,도축업,C1011
,10,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Processing, preserving of meat and meat products",1012,10,육류 가공 및 저장 처리업,C1012
,10,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Processing, preserving of poultry products",10121,10,가금류 가공 및 저장 처리업,C10121
,10,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Processing and preserving of other meat and meat products(except poultry),10129,10,육류 기타 가공 및 저장처리업 (가금류 제외),C10129
,10,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Processing and preserving of fish, crustaceans, molluscs and seaweeds",102,10,수산물 가공 및 저장 처리업,C102
,10,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Processing and preserving of aquatic animals,1021,10,수산동물 가공 및 저장 처리업,C1021
,10,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of smoked, seasoned and similar prepared aquatic animal products",10211,10,"수산동물 훈제, 조리 및 유사 조제식품 제조업",C10211
,10,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Manufacture of dried, salted aquatic animal products",10212,10,수산동물 건조 및 염장품 제조업,C10212
,10,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Manufacture of frozen aquatic animal products,10213,10,수산동물 냉동품 제조업,C10213
,10,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Processing and preserving of other aquatic animals,10219,10,기타 수산동물 가공 및 저장 처리업,C10219
,10,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Processing and preserving of edible seaweeds,1022,10,수산식물 가공 및 저장 처리업,C1022
,10,4,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Processing and preserving of edible seaweeds,10220,10,수산식물 가공 및 저장 처리업,C10220
,10,2,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Processing and preserving of fruit and vegetables,103,10,"과실, 채소 가공 및 저장 처리업",C103
,10,3,1,1,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Processing and preserving of fruit and vegetables,1030,10,"과실, 채소 가공 및 저장 처리업",C1030
